Word_Trad,Word_Sim,Stroke-1,Stroke-2,C&B-Subtitle-raw-C1,C&B-Subtitle-raw-C2,C&B-Subtitle-CD-C1,C&B-Subtitle-CD-C2,C&B-Subtitle-raw-W,C&B-Subtitle-CD-W
歸天,归天,18,4,4235,127053,2611,6234,3,3
歸功,归功,18,5,4235,9452,2611,3833,111,104
歸西,归西,18,6,4235,59024,2611,6124,24,21
歸位,归位,18,7,4235,31427,2611,5606,34,28
歸來,归来,18,8,4235,377902,2611,6242,224,201
歸依,归依,18,8,4235,3656,2611,2101,3,3
歸咎,归咎,18,8,4235,184,2611,160,115,100
歸於,归于,18,8,4235,45429,2611,6064,86,75
歸附,归附,18,8,4235,4227,2611,2467,1,1
歸案,归案,18,10,4235,23014,2611,3954,51,47
歸納,归纳,18,10,4235,8151,2611,2009,8,7
歸宿,归宿,18,11,4235,1334,2611,824,107,98
歸途,归途,18,11,4235,2728,2611,1888,6,5
歸程,归程,18,12,4235,10184,2611,3989,3,3
歸隊,归队,18,12,4235,27111,2611,4217,110,77
歸順,归顺,18,12,4235,6884,2611,3621,8,8
歸還,归还,18,17,4235,192389,2611,6239,164,122
歸隱,归隐,18,17,4235,4229,2611,2326,4,4
歸類,归类,18,19,4235,11326,2611,3929,27,26
歸屬,归属,18,21,4235,5358,2611,2835,80,77
殯葬,殡葬,18,13,176,1988,96,1028,14,12
殯儀,殡仪,18,15,176,2427,96,1314,16,12
濺起,溅起,18,10,317,127575,239,6238,N/A,N/A
濺落,溅落,18,13,317,10041,239,3666,N/A,N/A
濾紙,滤纸,18,10,278,5221,190,2486,1,1
瀉藥,泻药,18,19,142,11037,116,3189,33,30
瀏海,浏海,18,10,162,16404,136,3720,N/A,N/A
瀏覽,浏览,18,21,162,665,136,443,144,121
瀑布,瀑布,18,5,167,18253,108,3969,153,101
獵人,猎人,18,2,2594,373292,1075,6240,345,189
獵手,猎手,18,4,2594,75608,1075,6186,135,74
獵犬,猎犬,18,4,2594,1055,1075,526,173,112
獵取,猎取,18,8,2594,12409,1075,4588,18,16
獵奇,猎奇,18,8,2594,17952,1075,4896,17,9
獵物,猎物,18,8,2594,30079,1075,5603,279,197
獵狗,猎狗,18,8,2594,13978,1075,3042,61,42
獵槍,猎枪,18,14,2594,21732,1075,3354,156,95
獵獲,猎获,18,17,2594,6234,1075,2954,2,2
獵鷹,猎鹰,18,24,2594,1150,1075,445,83,30
甕菜,瓮菜,18,12,44,4069,33,1930,N/A,N/A
癖好,癖好,18,6,475,412760,310,6242,44,38
瞻仰,瞻仰,18,6,46,1904,40,1072,13,11
瞻望,瞻望,18,11,46,36791,40,6000,N/A,N/A
禮券,礼券,18,8,14769,663,4012,409,N/A,N/A
禮服,礼服,18,8,14769,24279,4012,5496,579,304
禮法,礼法,18,8,14769,60750,4012,6091,1,1
禮物,礼物,18,8,14769,30079,4012,5603,3988,1836
禮金,礼金,18,8,14769,19210,4012,4403,6,6
禮俗,礼俗,18,9,14769,1194,4012,888,N/A,N/A
禮品,礼品,18,9,14769,14318,4012,4239,74,64
禮拜,礼拜,18,9,14769,14722,4012,4436,1023,651
禮炮,礼炮,18,9,14769,1227,4012,498,5,5
禮堂,礼堂,18,11,14769,5777,4012,2408,99,81
禮教,礼教,18,11,14769,21768,4012,4579,2,2
禮節,礼节,18,13,14769,17377,4012,4267,109,92
禮義,礼义,18,13,14769,9488,4012,3864,N/A,N/A
禮聘,礼聘,18,13,14769,455,4012,318,N/A,N/A
禮葬,礼葬,18,13,14769,1988,4012,1028,N/A,N/A
禮遇,礼遇,18,13,14769,8029,4012,3740,15,15
禮貌,礼貌,18,14,14769,1933,4012,1440,878,723
禮儀,礼仪,18,15,14769,2427,4012,1314,104,78
禮讓,礼让,18,24,14769,125114,4012,6230,1,1
穢物,秽物,18,8,202,30079,163,5603,N/A,N/A
竄改,窜改,18,7,193,12916,166,4569,2,2
竄逃,窜逃,18,10,193,9009,166,3330,3,2
竄進,窜进,18,12,193,55676,166,6142,N/A,N/A
竅門,窍门,18,8,372,25908,323,5498,68,63
簡介,简介,18,4,11953,7696,4495,3610,35,33
簡化,简化,18,4,11953,11248,4495,4087,47,39
簡易,简易,18,8,11953,11949,4495,4346,58,48
簡直,简直,18,8,11953,46163,4495,6143,4843,2560
簡便,简便,18,9,11953,13982,4495,4830,12,11
簡約,简约,18,9,11953,22765,4495,4614,28,26
簡要,简要,18,9,11953,355730,4495,6243,44,41
簡陋,简陋,18,9,11953,470,4495,381,47,45
簡略,简略,18,11,11953,2210,4495,1390,13,13
簡章,简章,18,11,11953,3560,4495,1697,1,1
簡單,简单,18,12,11953,18894,4495,5302,5089,2980
簡報,简报,18,12,11953,21904,4495,4965,179,129
簡短,简短,18,12,11953,4871,4495,2593,181,155
簡稱,简称,18,14,11953,6188,4495,3222,112,106
簡寫,简写,18,15,11953,16083,4495,4244,14,12
簡潔,简洁,18,15,11953,2163,4495,1087,63,58
簡練,简练,18,15,11953,9125,4495,2695,5,5
簡樸,简朴,18,16,11953,862,4495,223,19,16
簡歷,简历,18,16,11953,8856,4495,3580,263,165
糧食,粮食,18,9,318,7168,204,3036,118,78
糧倉,粮仓,18,10,318,1321,204,671,14,10
糧站,粮站,18,10,318,14330,204,4536,N/A,N/A
糧草,粮草,18,10,318,3811,204,1987,8,6
糧荒,粮荒,18,10,318,2284,204,1513,N/A,N/A
糧稅,粮税,18,12,318,1301,204,680,N/A,N/A
糧餉,粮饷,18,14,318,12,204,9,N/A,N/A
織出,织出,18,5,4022,129404,1760,6239,N/A,N/A
織布,织布,18,5,4022,18253,1760,3969,10,7
織成,织成,18,6,4022,61348,1760,6175,3,3
織棉,织棉,18,12,4022,597,1760,361,N/A,N/A
繞行,绕行,18,6,1754,73109,1188,6201,23,13
繞圈,绕圈,18,11,1754,3847,1188,2045,N/A,N/A
繞路,绕路,18,13,1754,23462,1188,5258,N/A,N/A
繞道,绕道,18,13,1754,230531,1188,6241,166,62
繡花,绣花,18,8,176,17379,87,4923,27,23
繡球,绣球,18,11,176,24351,87,4092,11,9
翹起,翘起,18,10,558,127575,369,6238,N/A,N/A
翻土,翻土,18,3,3382,4871,2072,2067,N/A,N/A
翻本,翻本,18,5,3382,41063,2072,6000,5,5
翻印,翻印,18,6,3382,6629,2072,2844,N/A,N/A
翻身,翻身,18,7,3382,38760,2072,6010,110,102
翻版,翻版,18,8,3382,2708,2072,1446,33,33
翻修,翻修,18,10,3382,7799,2072,2885,49,41
翻倒,翻倒,18,10,3382,11875,2072,4483,N/A,N/A
翻案,翻案,18,10,3382,23014,2072,3954,18,15
翻起,翻起,18,10,3382,127575,2072,6238,N/A,N/A
翻動,翻动,18,11,3382,49274,2072,6044,16,15
翻船,翻船,18,11,3382,9979,2072,1838,21,19
翻開,翻开,18,12,3382,126802,2072,6242,65,61
翻新,翻新,18,13,3382,35497,2072,5904,57,48
翻滾,翻滚,18,14,3382,7213,2072,2776,62,52
翻蓋,翻盖,18,14,3382,4414,2072,2045,1,1
翻閱,翻阅,18,15,3382,625,2072,486,24,23
翻檢,翻检,18,17,3382,9493,2072,3111,N/A,N/A
翻臉,翻脸,18,17,3382,9350,2072,3804,41,33
翻譯,翻译,18,20,3382,256,2072,174,N/A,N/A
翻騰,翻腾,18,20,3382,1082,2072,749,18,18
職工,职工,18,3,8028,44548,3292,5692,53,50
職守,职守,18,6,8028,6235,3292,2912,56,55
職位,职位,18,7,8028,31427,3292,5606,658,462
職員,职员,18,10,8028,29907,3292,5177,312,236
職能,职能,18,10,8028,241617,3292,6243,19,17
職務,职务,18,11,8028,13515,3292,4130,175,146
職責,职责,18,11,8028,10100,3292,3928,842,634
職業,职业,18,13,8028,13928,3292,4346,1965,1236
職稱,职称,18,14,8028,6188,3292,3222,3,3
職銜,职衔,18,14,8028,401,3292,271,2,2
職權,职权,18,22,8028,10283,3292,3515,86,70
臍帶,脐带,18,11,170,45283,108,6062,62,39
舊仇,旧仇,18,4,3630,2085,2128,1149,N/A,N/A
舊日,旧日,18,4,3630,23151,2128,5161,32,25
舊年,旧年,18,6,3630,54824,2128,6051,N/A,N/A
舊式,旧式,18,6,3630,12142,2128,4521,33,30
舊作,旧作,18,7,3630,68168,2128,6143,4,4
舊址,旧址,18,7,3630,2291,2128,1369,5,4
舊床,旧床,18,7,3630,8706,2128,3350,N/A,N/A
舊事,旧事,18,8,3630,179716,2128,6237,76,70
舊制,旧制,18,8,3630,16519,2128,4821,1,1
舊居,旧居,18,8,3630,7197,2128,3364,2,2
舊法,旧法,18,8,3630,60750,2128,6091,N/A,N/A
舊俗,旧俗,18,9,3630,1194,2128,888,3,2
舊時,旧时,18,10,3630,162611,2128,6240,23,21
舊書,旧书,18,10,3630,13360,2128,3636,18,15
舊案,旧案,18,10,3630,23014,2128,3954,30,27
舊病,旧病,18,10,3630,18032,2128,3998,13,12
舊債,旧债,18,13,3630,1180,2128,664,N/A,N/A
舊詩,旧诗,18,13,3630,1734,2128,772,N/A,N/A
舊稱,旧称,18,14,3630,6188,2128,3222,N/A,N/A
舊聞,旧闻,18,14,3630,7786,2128,3254,9,9
舊曆,旧历,18,16,3630,8856,2128,3580,N/A,N/A
舊觀,旧观,18,25,3630,8971,2128,3496,N/A,N/A
薰陶,薰陶,18,11,161,709,62,305,N/A,N/A
藉口,借口,18,3,5113,21385,2775,5406,1121,900
藉以,借以,18,5,5113,184508,2775,6238,N/A,N/A
藉故,借故,18,9,5113,11435,2775,4136,3,3
藉詞,借词,18,12,5113,7178,2775,2902,N/A,N/A
藍天,蓝天,18,4,3564,127053,1680,6234,73,52
藍布,蓝布,18,5,3564,18253,1680,3969,1,1
藍本,蓝本,18,5,3564,41063,1680,6000,9,9
藍色,蓝色,18,6,3564,21624,1680,5086,1323,819
藍圖,蓝图,18,14,3564,10910,1680,3770,101,76
藍領,蓝领,18,14,3564,8170,1680,3231,30,26
藏文,藏文,18,4,7826,14196,3243,3743,N/A,N/A
藏私,藏私,18,7,7826,7253,3243,3390,N/A,N/A
藏身,藏身,18,7,7826,38760,3243,6010,234,201
藏拙,藏拙,18,8,7826,233,3243,197,N/A,N/A
藏書,藏书,18,10,7826,13360,3243,3636,22,15
藏畫,藏画,18,12,7826,7877,3243,2385,N/A,N/A
藏語,藏语,18,14,7826,10813,3243,3660,2,2
藐視,藐视,18,11,132,15581,97,4668,131,96
蟠桃,蟠桃,18,10,27,1219,7,611,2,1
蟬鳴,蝉鸣,18,14,41,548,36,347,1,1
蟬聯,蝉联,18,17,41,14117,36,4013,22,21
蟲子,虫子,18,3,3228,177693,1231,6239,721,249
蟲卵,虫卵,18,7,3228,482,1231,254,5,3
蟲災,虫灾,18,7,3228,1870,1231,1065,5,4
蟲害,虫害,18,10,3228,25606,1231,5405,12,9
蟲蛀,虫蛀,18,11,3228,52,1231,38,N/A,N/A
蟲鳴,虫鸣,18,14,3228,548,1231,347,N/A,N/A
覆亡,覆亡,18,3,786,6086,642,2549,N/A,N/A
覆信,覆信,18,9,786,57928,642,6108,N/A,N/A
覆核,覆核,18,10,786,2786,642,1150,N/A,N/A
覆滅,覆灭,18,13,786,3546,642,1798,17,15
覆蓋,覆盖,18,14,786,4414,642,2045,217,182
謬誤,谬误,18,14,1010,7098,734,3484,6,6
謬論,谬论,18,15,1010,15732,734,4889,31,23
謹守,谨守,18,6,766,6235,635,2912,N/A,N/A
謹記,谨记,18,10,766,39008,635,5971,N/A,N/A
謹啟,谨启,18,11,766,2475,635,1365,1,1
謹慎,谨慎,18,13,766,728,635,602,434,370
謾罵,谩骂,18,15,19,973,16,710,18,15
豐收,丰收,18,6,1278,19712,908,5237,45,35
豐足,丰足,18,7,1278,8917,908,4092,N/A,N/A
豐厚,丰厚,18,9,1278,1020,908,802,126,119
豐盈,丰盈,18,9,1278,198,908,162,1,1
豐盛,丰盛,18,11,1278,2683,908,1437,114,100
豐富,丰富,18,12,1278,4061,908,1996,477,423
豐裕,丰裕,18,12,1278,236,908,174,1,1
豐滿,丰满,18,14,1278,11463,908,4554,162,104
豐碩,丰硕,18,14,1278,280,908,179,2,2
豐潤,丰润,18,15,1278,749,908,518,1,1
蹙眉,蹙眉,18,9,5,726,3,535,2,2
蹣跚,蹒跚,18,12,25,25,24,24,25,24
蹤跡,踪迹,18,13,7876,5466,2631,2504,192,163
蹤影,踪影,18,15,7876,16924,2631,4515,83,78
蹦跳,蹦跳,18,13,429,14132,301,3515,N/A,N/A
軀殼,躯壳,18,12,363,1002,276,590,36,32
軀幹,躯干,18,13,363,60971,276,6156,41,37
軀體,躯体,18,23,363,26590,276,5453,146,104
轉口,转口,18,3,13740,21385,4538,5406,N/A,N/A
轉化,转化,18,4,13740,11248,4538,4087,95,89
轉手,转手,18,4,13740,75608,4538,6186,59,51
轉出,转出,18,5,13740,129404,4538,6239,N/A,N/A
轉台,转台,18,5,13740,13404,4538,3697,57,47
轉交,转交,18,6,13740,19619,4538,5169,125,108
轉任,转任,18,6,13740,34349,4538,5769,N/A,N/A
轉向,转向,18,6,13740,24596,4538,5538,253,193
轉成,转成,18,6,13740,61348,4538,6175,N/A,N/A
轉行,转行,18,6,13740,73109,4538,6201,22,20
轉告,转告,18,7,13740,76599,4538,6197,251,215
轉折,转折,18,7,13740,3775,4538,2260,54,48
轉角,转角,18,7,13740,8735,4538,3624,85,72
轉身,转身,18,7,13740,38760,4538,6010,519,407
轉車,转车,18,7,13740,55587,4538,5469,7,5
轉到,转到,18,8,13740,290231,4538,6243,N/A,N/A
轉往,转往,18,8,13740,11516,4538,4269,N/A,N/A
轉型,转型,18,9,13740,7502,4538,3126,40,36
轉為,转为,18,9,13740,249231,4538,6241,37,36
轉述,转述,18,9,13740,2432,4538,1521,13,13
轉借,转借,18,10,13740,5113,4538,2775,2,2
轉校,转校,18,10,13740,13122,4538,3100,N/A,N/A
轉租,转租,18,10,13740,4187,4538,1662,22,19
轉託,转托,18,10,13740,16277,4538,4220,N/A,N/A
轉送,转送,18,10,13740,17550,4538,5050,41,29
轉院,转院,18,10,13740,13564,4538,3799,31,21
轉動,转动,18,11,13740,49274,4538,6044,196,145
轉售,转售,18,11,13740,1984,4538,1204,N/A,N/A
轉圈,转圈,18,11,13740,3847,4538,2045,106,82
轉帳,转帐,18,11,13740,2467,4538,1333,N/A,N/A
轉眼,转眼,18,11,13740,19247,4538,5237,31,30
轉移,转移,18,11,13740,4845,4538,2333,1085,769
轉速,转速,18,11,13740,6275,4538,2771,20,17
轉換,转换,18,12,13740,9989,4538,4159,280,210
轉發,转发,18,12,13740,87630,4538,6226,33,21
轉給,转给,18,12,13740,123887,4538,6235,84,76
轉軸,转轴,18,12,13740,319,4538,229,5,2
轉進,转进,18,12,13740,55676,4538,6142,N/A,N/A
轉嫁,转嫁,18,13,13740,2163,4538,1182,20,19
轉業,转业,18,13,13740,13928,4538,4346,4,4
轉載,转载,18,13,13740,2197,4538,1313,10,9
轉運,转运,18,13,13740,18965,4538,5194,60,53
轉達,转达,18,13,13740,16413,4538,4056,106,97
轉播,转播,18,15,13740,4854,4538,1887,128,97
轉盤,转盘,18,15,13740,4299,4538,2302,39,28
轉調,转调,18,15,13740,14539,4538,4336,7,7
轉賣,转卖,18,15,13740,10993,4538,3569,10,9
轉圜,转圜,18,16,13740,N/A,4538,N/A,N/A,N/A
轉戰,转战,18,16,13740,18511,4538,3826,10,10
轉機,转机,18,16,13740,48902,4538,5953,131,108
轉職,转职,18,18,13740,8028,4538,3292,N/A,N/A
轉彎,转弯,18,22,13740,1189,4538,800,242,169
轉變,转变,18,23,13740,30205,4538,5828,485,373
轉讓,转让,18,24,13740,125114,4538,6230,49,38
醫生,医生,18,5,26637,162725,4151,6237,15679,3079
醫治,医治,18,8,26637,11940,4151,3437,87,69
醫科,医科,18,9,26637,11967,4151,3194,21,20
醫師,医师,18,10,26637,21326,4151,4431,491,251
醫書,医书,18,10,26637,13360,4151,3636,5,5
醫病,医病,18,10,26637,18032,4151,3998,N/A,N/A
醫院,医院,18,10,26637,13564,4151,3799,5391,1994
醫務,医务,18,11,26637,13515,4151,4130,120,90
醫術,医术,18,11,26637,12844,4151,3617,46,42
醫道,医道,18,13,26637,230531,4151,6241,2,2
醫德,医德,18,15,26637,27149,4151,3140,9,5
醫學,医学,18,16,26637,41964,4151,5516,681,432
醫療,医疗,18,17,26637,6031,4151,2101,1101,664
醫藥,医药,18,19,26637,11037,4151,3189,138,100
醫護,医护,18,21,26637,17385,4151,4547,172,135
醬瓜,酱瓜,18,5,1586,3315,877,1838,1,1
醬肉,酱肉,18,6,1586,6996,877,2890,1,1
醬油,酱油,18,8,1586,10553,877,3172,64,32
醬缸,酱缸,18,9,1586,709,877,455,N/A,N/A
醬菜,酱菜,18,12,1586,4069,877,1930,3,2
釐定,厘定,18,8,212,81657,164,6219,N/A,N/A
釐訂,厘订,18,9,212,2705,164,1532,N/A,N/A
釐清,厘清,18,11,212,21660,164,5479,N/A,N/A
鎖上,锁上,18,3,4940,236451,2372,6240,N/A,N/A
鎖匠,锁匠,18,6,4940,535,2372,289,34,28
鎖好,锁好,18,6,4940,412760,2372,6242,N/A,N/A
鎖住,锁住,18,7,4940,38482,2372,5967,N/A,N/A
鎖定,锁定,18,8,4940,81657,2372,6219,454,292
鎖門,锁门,18,8,4940,25908,2372,5498,169,153
鎖骨,锁骨,18,10,4940,5311,2372,2149,64,53
鎖匙,锁匙,18,11,4940,3958,2372,1626,N/A,N/A
鎖緊,锁紧,18,14,4940,14372,2372,4706,N/A,N/A
鎖鏈,锁链,18,19,4940,1675,2372,924,67,48
鎢絲,钨丝,18,12,4,6698,4,2119,N/A,N/A
鎮守,镇守,18,6,5601,6235,2096,2912,2,2
鎮定,镇定,18,8,5601,81657,2096,6219,337,265
鎮長,镇长,18,8,5601,42596,2096,5903,115,34
鎮痛,镇痛,18,12,5601,8963,2096,3611,32,28
鎮靜,镇静,18,16,5601,11447,2096,4110,284,208
鎮壓,镇压,18,17,5601,6483,2096,3051,80,64
闖入,闯入,18,2,1844,24269,1221,5410,551,406
闖禍,闯祸,18,14,1844,1751,1221,1065,41,38
闖蕩,闯荡,18,16,1844,1916,1221,1214,20,17
闖關,闯关,18,19,1844,55693,1221,6152,N/A,N/A
雙十,双十,18,2,6381,14731,3073,4176,N/A,N/A
雙亡,双亡,18,3,6381,6086,3073,2549,N/A,N/A
雙手,双手,18,4,6381,75608,3073,6186,507,420
雙方,双方,18,4,6381,52743,3073,6142,424,356
雙打,双打,18,5,6381,79262,3073,6203,9,7
雙份,双份,18,6,6381,14754,3073,4662,N/A,N/A
雙行,双行,18,6,6381,73109,3073,6201,N/A,N/A
雙軌,双轨,18,9,6381,1191,3073,708,3,1
雙重,双重,18,9,6381,39372,3073,6073,287,213
雙面,双面,18,9,6381,67015,3073,6200,124,79
雙倍,双倍,18,10,6381,1900,3073,1339,N/A,N/A
雙料,双料,18,10,6381,8527,3073,3653,11,9
雙連,双连,18,11,6381,11517,3073,4484,N/A,N/A
雙腳,双脚,18,13,6381,7454,3073,3315,16,16
雙層,双层,18,15,6381,3807,3073,1932,57,51
雙數,双数,18,15,6381,14754,3073,4620,2,2
雙膝,双膝,18,15,6381,1029,3073,693,N/A,N/A
雙親,双亲,18,16,6381,42501,3073,5812,86,79
雙頰,双颊,18,16,6381,193,3073,159,N/A,N/A
雙翼,双翼,18,17,6381,774,3073,419,19,16
雙臂,双臂,18,17,6381,1487,3073,976,93,84
雙邊,双边,18,19,6381,30972,3073,5769,12,8
雛妓,雏妓,18,7,111,1709,81,812,N/A,N/A
雛形,雏形,18,7,111,6994,81,3268,14,14
雛型,雏型,18,9,111,7502,81,3126,N/A,N/A
雛鳥,雏鸟,18,11,111,3408,81,1509,15,12
雛菊,雏菊,18,12,111,248,81,123,25,11
雛燕,雏燕,18,16,111,310,81,171,N/A,N/A
雜工,杂工,18,3,7200,44548,3053,5692,N/A,N/A
雜文,杂文,18,4,7200,14196,3053,3743,N/A,N/A
雜交,杂交,18,6,7200,19619,3053,5169,38,26
雜役,杂役,18,7,7200,1022,3053,601,9,7
雜技,杂技,18,7,7200,5233,3053,2455,81,59
雜念,杂念,18,8,7200,7530,3053,3418,47,32
雜物,杂物,18,8,7200,30079,3053,5603,64,57
雜耍,杂耍,18,9,7200,2393,3053,1545,140,67
雜音,杂音,18,9,7200,18229,3053,4546,33,29
雜草,杂草,18,10,7200,3811,3053,1987,45,36
雜記,杂记,18,10,7200,39008,3053,5971,N/A,N/A
雜務,杂务,18,11,7200,13515,3053,4130,6,6
雜貨,杂货,18,11,7200,5929,3053,2493,36,32
雜牌,杂牌,18,12,7200,5872,3053,2453,2,2
雜費,杂费,18,12,7200,12016,3053,4257,2,2
雜項,杂项,18,12,7200,5537,3053,2441,1,1
雜亂,杂乱,18,13,7200,8384,3053,3862,42,37
雜感,杂感,18,13,7200,61054,3053,6131,N/A,N/A
雜碎,杂碎,18,13,7200,3520,3053,1954,128,78
雜種,杂种,18,14,7200,42396,3053,6034,1316,575
雜誌,杂志,18,14,7200,7203,3053,2730,2395,1047
雜說,杂说,18,14,7200,281841,3053,6243,N/A,N/A
雜質,杂质,18,15,7200,5831,3053,2698,16,14
雜錦,杂锦,18,16,7200,434,3053,235,N/A,N/A
雜糧,杂粮,18,18,7200,318,3053,204,2,2
雞皮,鸡皮,18,5,6321,9160,2270,3182,7,5
雞肉,鸡肉,18,6,6321,6996,2270,2890,500,298
雞肋,鸡肋,18,6,6321,405,2270,277,2,2
雞冠,鸡冠,18,9,6321,2997,2270,1068,2,2
雞姦,鸡奸,18,9,6321,1854,2270,794,90,59
雞胸,鸡胸,18,10,6321,3264,2270,1767,44,26
雞隻,鸡只,18,10,6321,117406,2270,6238,N/A,N/A
雞眼,鸡眼,18,11,6321,19247,2270,5237,10,10
雞蛋,鸡蛋,18,11,6321,19135,2270,4431,719,424
雞啼,鸡啼,18,12,6321,119,2270,61,N/A,N/A
雞湯,鸡汤,18,12,6321,4519,2270,1177,52,43
雞粥,鸡粥,18,12,6321,171,2270,129,N/A,N/A
雞絲,鸡丝,18,12,6321,6698,2270,2119,N/A,N/A
雞腿,鸡腿,18,14,6321,4983,2270,2331,N/A,N/A
雞瘟,鸡瘟,18,15,6321,261,2270,144,N/A,N/A
雞頭,鸡头,18,16,6321,49069,2270,6092,18,12
雞籠,鸡笼,18,22,6321,777,2270,499,10,9
雞乸,鸡乸,18,8,6321,N/A,2270,N/A,N/A,N/A
離子,离子,19,3,35725,177693,5906,6239,58,42
離心,离心,19,4,35725,83418,5906,6225,10,9
離世,离世,19,5,35725,21566,5906,5168,N/A,N/A
離去,离去,19,5,35725,232346,5906,6241,343,264
離任,离任,19,6,35725,34349,5906,5769,6,6
離地,离地,19,6,35725,78129,5906,6211,N/A,N/A
離別,离别,19,7,35725,102034,5906,6232,52,44
離奇,离奇,19,8,35725,17952,5906,4896,140,103
離岸,离岸,19,8,35725,1693,5906,881,38,31
離家,离家,19,10,35725,112387,5906,6236,372,265
離席,离席,19,10,35725,3105,5906,1623,N/A,N/A
離座,离座,19,10,35725,5753,5906,2733,N/A,N/A
離婚,离婚,19,11,35725,19494,5906,3555,1907,904
離棄,离弃,19,11,35725,7845,5906,3495,N/A,N/A
離異,离异,19,11,35725,4933,5906,2572,43,42
離散,离散,19,12,35725,4211,5906,2351,7,6
離鄉,离乡,19,12,35725,2509,5906,1305,2,2
離開,离开,19,12,35725,126802,5906,6242,20359,5216
離間,离间,19,12,35725,60047,5906,6174,20,20
離群,离群,19,13,35725,4880,5906,2586,N/A,N/A
離境,离境,19,14,35725,4514,5906,2534,16,14
離職,离职,19,18,35725,8028,5906,3292,112,97
離題,离题,19,18,35725,37524,5906,5958,18,17
離譜,离谱,19,19,35725,890,5906,637,271,227
鞦韆,秋千,18,24,1195,7954,538,3234,70,50
鞭子,鞭子,18,3,312,177693,233,6239,88,75
鞭打,鞭打,18,5,312,79262,233,6203,55,41
鞭屍,鞭尸,18,9,312,7786,233,2176,N/A,N/A
鞭炮,鞭炮,18,9,312,1227,233,498,28,21
鞭策,鞭策,18,12,312,2376,233,1471,25,22
鞭撻,鞭挞,18,16,312,14,233,12,2,2
題目,题目,18,5,37524,22482,5958,5073,188,130
題名,题名,18,6,37524,43229,5958,5995,6,6
題字,题字,18,6,37524,22743,5958,5345,4,4
題材,题材,18,7,37524,2684,5958,1588,97,83
題詞,题词,18,12,37524,7178,5958,2902,11,6
題解,题解,18,13,37524,36622,5958,5912,5,4
題詩,题诗,18,13,37524,1734,5958,772,N/A,N/A
額外,额外,18,5,2059,31747,1306,5860,496,407
額角,额角,18,7,2059,8735,1306,3624,N/A,N/A
額頭,额头,18,16,2059,49069,1306,6092,184,152
顏色,颜色,18,6,2116,21624,1370,5086,1703,1138
顏面,颜面,18,9,2116,67015,1370,6200,64,62
顏料,颜料,18,10,2116,8527,1370,3653,116,60
餿水,馊水,18,4,95,21793,86,5083,N/A,N/A
騎士,骑士,18,3,3392,31972,1203,5218,955,275
騎兵,骑兵,18,7,3392,4945,1203,1377,138,78
騎劫,骑劫,18,7,3392,3238,1203,1243,N/A,N/A
騎乘,骑乘,18,10,3392,2310,1203,1157,N/A,N/A
騎射,骑射,18,10,3392,7866,1203,2572,N/A,N/A
騎師,骑师,18,10,3392,21326,1203,4431,N/A,N/A
騎馬,骑马,18,10,3392,34892,1203,5560,330,173
騎術,骑术,18,11,3392,12844,1203,3617,18,14
騎樓,骑楼,18,15,3392,9176,1203,3251,N/A,N/A
騎警,骑警,18,20,3392,32561,1203,4422,153,42
騎驢,骑驴,18,25,3392,483,1203,273,N/A,N/A
鬆手,松手,18,4,9051,75608,3698,6186,186,123
鬆弛,松弛,18,6,9051,64,3698,54,52,42
鬆脆,松脆,18,10,9051,1437,3698,1122,14,11
鬆動,松动,18,11,9051,49274,3698,6044,16,16
鬆脫,松脱,18,11,9051,7945,3698,3645,N/A,N/A
鬆軟,松软,18,11,9051,2239,3698,1466,24,22
鬆散,松散,18,12,9051,4211,3698,2351,33,31
鬆開,松开,18,12,9051,126802,3698,6242,227,174
鬆綁,松绑,18,13,9051,3810,3698,1523,60,45
鬆緊,松紧,18,14,9051,14372,3698,4706,7,6
鬆懈,松懈,18,16,9051,209,3698,190,43,38
鬈髮,鬈发,18,15,N/A,87630,N/A,6226,N/A,N/A
鯉魚,鲤鱼,18,11,51,7224,28,2253,31,18
鯊魚,鲨鱼,18,11,842,7224,256,2253,623,206
鵝毛,鹅毛,18,4,711,6487,309,2867,5,5
鵝蛋,鹅蛋,18,11,711,19135,309,4431,1,1
嚥下,咽下,19,3,340,153565,266,6239,55,49
嚥氣,咽气,19,10,340,28334,266,5724,23,22
壞人,坏人,19,2,15105,373292,5019,6240,925,651
壞死,坏死,19,6,15105,71256,5019,6029,52,36
壞事,坏事,19,8,15105,179716,5019,6237,875,715
壞處,坏处,19,11,15105,28742,5019,5835,155,136
壞蛋,坏蛋,19,11,15105,19135,5019,4431,638,449
壞透,坏透,19,11,15105,4390,5019,2613,N/A,N/A
壞話,坏话,19,13,15105,99879,5019,6226,217,197
壞賬,坏账,19,15,15105,1953,5019,1062,1,1
