Word_Trad,Word_Sim,Stroke-1,Stroke-2,C&B-Subtitle-raw-C1,C&B-Subtitle-raw-C2,C&B-Subtitle-CD-C1,C&B-Subtitle-CD-C2,C&B-Subtitle-raw-W,C&B-Subtitle-CD-W
存疑,存疑,6,14,9155,9259,3669,3685,4,4
存錢,存钱,6,16,9155,35222,3669,4921,N/A,N/A
存檔,存档,6,17,9155,4903,3669,2156,47,42
宅院,宅院,6,10,610,13564,441,3799,3,2
宇宙,宇宙,6,8,2001,1200,637,533,1009,476
守住,守住,6,7,6235,38482,2912,5967,N/A,N/A
守孝,守孝,6,7,6235,215,2912,104,2,1
守更,守更,6,7,6235,35397,2912,5991,N/A,N/A
守夜,守夜,6,8,6235,9438,2912,3703,70,48
守法,守法,6,8,6235,60750,2912,6091,61,54
守信,守信,6,9,6235,57928,2912,6108,34,32
守則,守则,6,9,6235,8312,2912,3735,128,87
守約,守约,6,9,6235,22765,2912,4614,11,11
守候,守候,6,10,6235,58337,2912,6169,49,43
守時,守时,6,10,6235,162611,2912,6240,N/A,N/A
守望,守望,6,11,6235,36791,2912,6000,46,26
守喪,守丧,6,12,6235,2034,2912,1412,N/A,N/A
守業,守业,6,13,6235,13928,2912,4346,N/A,N/A
守節,守节,6,13,6235,17377,2912,4267,N/A,N/A
守寡,守寡,6,14,6235,487,2912,352,9,8
守敵,守敌,6,15,6235,3691,2912,1672,N/A,N/A
守衛,守卫,6,15,6235,7327,2912,2498,438,268
守舊,守旧,6,18,6235,3630,2912,2128,40,34
守護,守护,6,21,6235,17385,2912,4547,386,253
守靈,守灵,6,24,6235,8472,2912,2941,46,20
安分,安分,6,4,41719,48396,5846,6077,45,43
安心,安心,6,4,41719,83418,5846,6225,327,290
安全,安全,6,6,41719,47545,5846,6060,9541,3339
安危,安危,6,6,41719,7715,5846,3390,79,74
安好,安好,6,6,41719,412760,5846,6242,68,64
安定,安定,6,8,41719,81657,5846,6219,263,218
安抵,安抵,6,8,41719,1716,5846,1166,N/A,N/A
安放,安放,6,8,41719,46528,5846,6122,51,47
安於,安于,6,8,41719,45429,5846,6064,8,8
安胎,安胎,6,9,41719,2470,5846,1209,N/A,N/A
安息,安息,6,10,41719,19106,5846,5204,443,301
安泰,安泰,6,10,41719,4164,5846,977,1,1
安眠,安眠,6,10,41719,1508,5846,881,41,33
安康,安康,6,11,41719,4721,5846,2010,16,13
安排,安排,6,11,41719,10684,5846,4047,3776,2247
安逸,安逸,6,13,41719,392,5846,264,62,56
安置,安置,6,13,41719,9009,5846,3777,238,205
安葬,安葬,6,13,41719,1988,5846,1028,79,62
安裝,安装,6,13,41719,17633,5846,5028,355,271
安詳,安详,6,13,41719,1172,5846,939,89,77
安頓,安顿,6,13,41719,9106,5846,2738,172,155
安寧,安宁,6,14,41719,2523,5846,1582,243,197
安睡,安睡,6,14,41719,14599,5846,4239,24,22
安慰,安慰,6,15,41719,1344,5846,1004,781,616
安撫,安抚,6,15,41719,1215,5846,854,124,109
安樂,安乐,6,15,41719,26456,5846,5115,13,12
安靜,安静,6,16,41719,11447,5846,4110,2951,1753
安穩,安稳,6,19,41719,2495,5846,1567,106,100
寺院,寺院,6,10,397,13564,148,3799,51,31
寺廟,寺庙,6,15,397,298,148,150,77,51
尖刀,尖刀,6,2,2358,4999,1415,1946,8,8
尖叫,尖叫,6,5,2358,41269,1415,5999,973,645
尖刻,尖刻,6,8,2358,9844,1415,4038,36,31
尖削,尖削,6,9,2358,437,1415,343,N/A,N/A
尖頂,尖顶,6,11,2358,5080,1415,2608,38,14
尖端,尖端,6,14,2358,2113,1415,1437,59,55
尖酸,尖酸,6,17,2358,1527,1415,896,50,40
尖銳,尖锐,6,15,2358,424,1415,354,79,74
尖頭,尖头,6,16,2358,49069,1415,6092,22,18
尖聲,尖声,6,17,2358,18258,1415,5058,N/A,N/A
屹立,屹立,6,5,38,10194,34,3980,37,33
州府,州府,6,8,6997,4402,2417,1737,10,8
州長,州长,6,8,6997,42596,2417,5903,447,165
帆布,帆布,6,5,424,18253,240,3969,41,37
帆船,帆船,6,11,424,9979,240,1838,93,66
年代,年代,6,5,54824,15142,6051,4747,1611,1057
年幼,年幼,6,5,54824,937,6051,646,71,63
年份,年份,6,6,54824,14754,6051,4662,73,61
年老,年老,6,6,54824,52688,6051,5950,48,44
年尾,年尾,6,7,54824,3109,6051,1822,1,1
年初,年初,6,7,54824,3740,6051,2222,13,13
年底,年底,6,8,54824,20210,6051,5431,32,31
年表,年表,6,8,54824,31395,6051,5521,2,2
年長,年长,6,8,54824,42596,6051,5903,153,130
年青,年青,6,8,54824,3107,6051,1652,48,37
年度,年度,6,9,54824,17384,6051,5042,401,305
年紀,年纪,6,9,54824,6916,6051,3060,1237,906
年限,年限,6,9,54824,3137,6051,1969,10,8
年俸,年俸,6,10,54824,9,6051,7,N/A,N/A
年息,年息,6,10,54824,19106,6051,5204,2,2
年租,年租,6,10,54824,4187,6051,1662,N/A,N/A
年級,年级,6,10,54824,9893,6051,3733,1317,765
年假,年假,6,11,54824,12808,6051,4414,8,7
年終,年终,6,11,54824,11114,6051,4459,22,15
年貨,年货,6,11,54824,5929,6051,2493,2,2
年報,年报,6,12,54824,21904,6051,4965,9,7
年期,年期,6,12,54824,18143,6051,5078,1,1
年間,年间,6,12,54824,60047,6051,6174,4,4
年僅,年仅,6,13,54824,7927,6051,3005,N/A,N/A
年會,年会,6,13,54824,321488,6051,6242,12,10
年歲,年岁,6,13,54824,12744,6051,4106,20,16
年輕,年轻,6,14,54824,11563,6051,4417,3776,2226
年輪,年轮,6,15,54824,5082,6051,2450,8,8
年曆,年历,6,16,54824,8856,6051,3580,3,3
年糕,年糕,6,16,54824,7583,6051,3316,18,10
年薪,年薪,6,17,54824,1084,6051,730,35,30
年邁,年迈,6,17,54824,3964,6051,952,26,22
年譜,年谱,6,19,54824,890,6051,637,N/A,N/A
年齡,年龄,6,20,54824,1594,6051,967,971,710
年鑑,年鉴,6,22,54824,1316,6051,873,137,74
式微,式微,6,13,12142,4453,4521,2379,1,1
式樣,式样,6,15,12142,161409,4521,6237,34,34
忙於,忙于,6,8,15130,45429,4907,6064,114,109
忙亂,忙乱,6,13,15130,8384,4907,3862,14,14
忙碌,忙碌,6,13,15130,281,4907,227,192,179
成人,成人,6,2,61348,373292,6175,6240,502,362
成才,成才,6,3,61348,46044,6175,6153,9,7
成分,成分,6,4,61348,48396,6175,6077,342,257
成日,成日,6,4,61348,23151,6175,5161,N/A,N/A
成仙,成仙,6,5,61348,1174,6175,543,N/A,N/A
成功,成功,6,5,61348,9452,6175,3833,6305,2972
成本,成本,6,5,61348,41063,6175,6000,164,128
成立,成立,6,5,61348,10194,6175,3980,510,418
成交,成交,6,6,61348,19619,6175,5169,632,453
成份,成份,6,6,61348,14754,6175,4662,30,27
成全,成全,6,6,61348,47545,6175,6060,44,42
成名,成名,6,6,61348,43229,6175,5995,172,135
成因,成因,6,6,61348,77540,6175,6201,18,13
成年,成年,6,6,61348,54824,6175,6051,181,160
成衣,成衣,6,6,61348,14941,6175,4375,24,20
成見,成见,6,7,61348,85723,6175,6220,61,53
成事,成事,6,8,61348,179716,6175,6237,2,2
成果,成果,6,8,61348,91471,6175,6216,346,289
成長,成长,6,8,61348,42596,6175,5903,858,666
成品,成品,6,9,61348,14318,6175,4239,33,32
成為,成为,6,9,61348,249231,6175,6241,10038,3875
成員,成员,6,10,61348,29907,6175,5177,2088,1179
成效,成效,6,10,61348,5768,6175,2978,63,62
成敗,成败,6,11,61348,6462,6175,2819,76,72
成就,成就,6,12,61348,313793,6175,6243,630,479
成語,成语,6,14,61348,10813,6175,3660,14,14
成熟,成熟,6,15,61348,4472,6175,2741,1055,778
成績,成绩,6,17,61348,1128,6175,716,821,506
成蟲,成虫,6,18,61348,3228,6175,1231,5,4
成藥,成药,6,19,61348,11037,6175,3189,2,1
托運,托运,6,13,16277,18965,4220,5194,26,17
托管,托管,6,14,16277,29106,4220,5850,41,28
托盤,托盘,6,15,16277,4299,4220,2302,52,41
托舉,托举,6,17,16277,6853,4220,3252,128,38
扣上,扣上,6,3,1912,236451,1200,6240,N/A,N/A
扣分,扣分,6,4,1912,48396,1200,6077,N/A,N/A
扣去,扣去,6,5,1912,232346,1200,6241,N/A,N/A
扣肉,扣肉,6,6,1912,6996,1200,2890,N/A,N/A
扣住,扣住,6,7,1912,38482,1200,5967,N/A,N/A
扣押,扣押,6,8,1912,1557,1200,925,133,103
扣留,扣留,6,10,1912,21859,1200,5482,113,90
扣除,扣除,6,10,1912,16235,1200,5237,53,41
扣掉,扣掉,6,11,1912,23820,1200,5478,N/A,N/A
扣減,扣减,6,12,1912,2748,1200,1651,N/A,N/A
扣題,扣题,6,18,1912,37524,1200,5958,N/A,N/A
收入,收入,6,2,19712,24269,5237,5410,547,427
收口,收口,6,3,19712,21385,5237,5406,N/A,N/A
收工,收工,6,3,19712,44548,5237,5692,101,87
收支,收支,6,4,19712,11697,5237,3983,37,33
收市,收市,6,5,19712,10453,5237,3571,4,4
收件,收件,6,6,19712,31611,5237,5746,N/A,N/A
收回,收回,6,6,19712,92711,5237,6233,627,504
收成,收成,6,6,19712,61348,5237,6175,46,40
收兵,收兵,6,7,19712,4945,5237,1377,2,2
收尾,收尾,6,7,19712,3109,5237,1822,61,60
收到,收到,6,8,19712,290231,5237,6243,4605,2229
收取,收取,6,8,19712,12409,5237,4588,89,77
收受,收受,6,8,19712,38688,5237,6019,14,13
收服,收服,6,8,19712,24279,5237,5496,9,8
收屍,收尸,6,9,19712,7786,5237,2176,N/A,N/A
收拾,收拾,6,9,19712,2362,5237,1611,1941,1350
收看,收看,6,9,19712,213974,5237,6239,528,319
收音,收音,6,9,19712,18229,5237,4546,15,11
收容,收容,6,10,19712,11265,5237,4542,53,38
收效,收效,6,10,19712,5768,5237,2978,4,4
收留,收留,6,10,19712,21859,5237,5482,148,125
收益,收益,6,10,19712,1750,5237,1176,154,128
收租,收租,6,10,19712,4187,5237,1662,N/A,N/A
收納,收纳,6,10,19712,8151,5237,2009,2,2
收條,收条,6,11,19712,18134,5237,5053,13,12
收貨,收货,6,11,19712,5929,5237,2493,N/A,N/A
收割,收割,6,12,19712,1534,5237,929,56,37
收報,收报,6,12,19712,21904,5237,4965,N/A,N/A
收場,收场,6,12,19712,34746,5237,5695,153,137
收款,收款,6,12,19712,3486,5237,1729,15,13
收發,收发,6,12,19712,87630,5237,6226,52,34
收稅,收税,6,12,19712,1301,5237,680,17,13
收視,收视,6,11,19712,15581,5237,4668,N/A,N/A
收買,收买,6,12,19712,18045,5237,4587,245,183
收費,收费,6,12,19712,12016,5237,4257,248,213
收進,收进,6,12,19712,55676,5237,6142,N/A,N/A
收集,收集,6,12,19712,11403,5237,5004,904,641
收賄,收贿,6,13,19712,599,5237,364,N/A,N/A
收監,收监,6,14,19712,10947,5237,3250,9,9
收齊,收齐,6,14,19712,1671,5237,945,N/A,N/A
收盤,收盘,6,15,19712,4299,5237,2302,4,4
收編,收编,6,15,19712,4831,5237,2028,2,2
收養,收养,6,15,19712,7312,5237,3148,571,335
收據,收据,6,16,19712,12730,5237,3905,323,219
收錄,收录,6,16,19712,11647,5237,3623,29,26
收錢,收钱,6,16,19712,35222,5237,4921,N/A,N/A
收斂,收敛,6,17,19712,112,5237,101,94,85
收歛,收敛,6,17,19712,112,5237,101,94,85
收獲,收获,6,17,19712,6234,5237,2954,439,376
收縮,收缩,6,17,19712,1736,5237,1202,125,103
收購,收购,6,17,19712,2016,5237,1147,166,96
收歸,收归,6,18,19712,4235,5237,2611,N/A,N/A
收禮,收礼,6,18,19712,14769,5237,4012,N/A,N/A
收藏,收藏,6,18,19712,7826,5237,3243,446,318
收穫,收获,6,19,19712,6234,5237,2954,439,376
收繳,收缴,6,19,19712,284,5237,213,30,27
收聽,收听,6,22,19712,81570,5237,6221,101,77
收攬,收揽,6,24,19712,144,5237,124,1,1
旨意,旨意,6,13,362,103354,286,6238,193,138
早上,早上,6,3,26160,236451,5670,6240,4953,2785
早已,早已,6,3,26160,65079,5670,6184,234,210
早夭,早夭,6,4,26160,138,5670,75,N/A,N/A
早日,早日,6,4,26160,23151,5670,5161,114,107
早市,早市,6,5,26160,10453,5670,3571,2,2
早安,早安,6,6,26160,41719,5670,5846,536,308
早年,早年,6,6,26160,54824,5670,6051,29,27
早些,早些,6,8,26160,113122,5670,6229,N/A,N/A
早到,早到,6,8,26160,290231,5670,6243,N/A,N/A
早洩,早泄,6,9,26160,1630,5670,1105,16,14
早茶,早茶,6,10,26160,2089,5670,1057,5,4
早衰,早衰,6,10,26160,811,5670,562,13,6
早起,早起,6,10,26160,127575,5670,6238,138,129
早退,早退,6,10,26160,8121,5670,3318,20,18
早婚,早婚,6,11,26160,19494,5670,3555,3,3
早晚,早晚,6,11,26160,50512,5670,5876,176,162
早晨,早晨,6,11,26160,2163,5670,1422,1028,719
早產,早产,6,11,26160,8264,5670,3345,27,24
早場,早场,6,12,26160,34746,5670,5695,N/A,N/A
早期,早期,6,12,26160,18143,5670,5078,240,212
早飯,早饭,6,12,26160,10037,5670,3683,486,394
早潮,早潮,6,15,26160,1485,5670,927,N/A,N/A
早熟,早熟,6,15,26160,4472,5670,2741,41,30
早操,早操,6,16,26160,6027,5670,2147,5,4
早餐,早餐,6,16,26160,10547,5670,3567,1247,841
早點,早点,6,17,26160,128025,5670,6237,535,482
旭日,旭日,6,4,107,23151,20,5161,5,5
曲子,曲子,6,3,5121,177693,1939,6239,417,225
曲尺,曲尺,6,4,5121,2651,1939,1465,N/A,N/A
曲目,曲目,6,5,5121,22482,1939,5073,108,75
曲折,曲折,6,7,5121,3775,1939,2260,57,50
曲直,曲直,6,8,5121,46163,1939,6143,1,1
曲解,曲解,6,13,5121,36622,1939,5912,65,54
曲線,曲线,6,15,5121,15170,1939,4282,182,128
曲調,曲调,6,15,5121,14539,1939,4336,44,33
曲藝,曲艺,6,19,5121,4389,1939,1868,N/A,N/A
曲譜,曲谱,6,19,5121,890,1939,637,6,5
有力,有力,6,2,533631,44859,6243,6009,346,288
有用,有用,6,5,533631,79299,6243,6222,522,464
有名,有名,6,6,533631,43229,6243,5995,404,345
有利,有利,6,7,533631,32917,6243,5286,438,381
有助,有助,6,7,533631,16435,6243,4880,32,31
有事,有事,6,8,533631,179716,6243,6237,175,164
有些,有些,6,8,533631,113122,6243,6229,8889,4003
有空,有空,6,8,533631,15517,6243,4618,833,694
有毒,有毒,6,9,533631,12056,6243,2944,297,221
有為,有为,6,9,533631,249231,6243,6241,3,3
有限,有限,6,9,533631,3137,6243,1969,285,255
有害,有害,6,10,533631,25606,6243,5405,150,121
有效,有效,6,10,533631,5768,6243,2978,1219,901
有時,有时,6,10,533631,162611,6243,6240,2587,1623
有益,有益,6,10,533631,1750,6243,1176,171,161
有望,有望,6,11,533631,36791,6243,6000,38,35
有理,有理,6,11,533631,41099,6243,5960,10,9
有喜,有喜,6,12,533631,54432,6243,5972,7,6
有意,有意,6,13,533631,103354,6243,6238,550,482
有罪,有罪,6,13,533631,14242,6243,3557,N/A,N/A
有種,有种,6,14,533631,42396,6243,6034,70,66
有緣,有缘,6,15,533631,1650,6243,1188,N/A,N/A
有趣,有趣,6,15,533631,11378,6243,4309,5296,2709
有錢,有钱,6,16,533631,35222,6243,4921,92,83
有點,有点,6,17,533631,128025,6243,6237,5897,3207
有關,有关,6,19,533631,55693,6243,6152,4102,2399
朱紅,朱红,6,9,1403,7485,368,3015,2,2
朽木,朽木,6,4,229,4924,190,1858,14,10
次子,次子,6,3,58108,177693,6183,6239,13,13
次日,次日,6,4,58108,23151,6183,5161,25,21
次序,次序,6,7,58108,2630,6183,1430,59,43
次品,次品,6,9,58108,14318,6183,4239,20,18
次要,次要,6,9,58108,355730,6183,6243,51,47
次級,次级,6,10,58108,9893,6183,3733,26,13
次第,次第,6,11,58108,40665,6183,6049,N/A,N/A
次貨,次货,6,11,58108,5929,6183,2493,2,2
次等,次等,6,12,58108,71184,6183,6178,4,4
次數,次数,6,15,58108,14754,6183,4620,178,158
此外,此外,6,5,28050,31747,5600,5860,272,234
此刻,此刻,6,8,28050,9844,5600,4038,490,393
此後,此后,6,9,28050,109915,5600,6218,102,93
此等,此等,6,12,28050,71184,5600,6178,N/A,N/A
此間,此间,6,12,28050,60047,5600,6174,5,5
死人,死人,6,2,71256,373292,6029,6240,305,265
死力,死力,6,2,71256,44859,6029,6009,N/A,N/A
死亡,死亡,6,3,71256,6086,6029,2549,4274,1967
死心,死心,6,4,71256,83418,6029,6225,81,68
死水,死水,6,4,71256,21793,6029,5083,9,9
死去,死去,6,5,71256,232346,6029,6241,1974,1277
死囚,死囚,6,5,71256,1119,6029,581,45,28
死刑,死刑,6,6,71256,2801,6029,1233,768,328
死因,死因,6,6,71256,77540,6029,6201,484,332
死守,死守,6,6,71256,6235,6029,2912,19,16
死角,死角,6,7,71256,8735,6029,3624,26,20
死板,死板,6,8,71256,8354,6029,3278,59,48
死者,死者,6,8,71256,42245,6029,5891,1984,675
死前,死前,6,9,71256,75236,6029,6219,N/A,N/A
死屍,死尸,6,9,71256,7786,6029,2176,178,140
死拼,死拼,6,9,71256,2387,6029,1339,N/A,N/A
死相,死相,6,9,71256,47856,6029,6109,N/A,N/A
死神,死神,6,10,71256,22077,6029,5048,333,144
死訊,死讯,6,10,71256,2547,6029,1265,81,75
死寂,死寂,6,11,71256,715,6029,494,N/A,N/A
死掉,死掉,6,11,71256,23820,6029,5478,N/A,N/A
死期,死期,6,12,71256,18143,6029,5078,N/A,N/A
死硬,死硬,6,12,71256,3248,6029,1855,11,11
死結,死结,6,12,71256,32979,6029,5870,3,3
死傷,死伤,6,13,71256,22147,6029,5229,46,40
死罪,死罪,6,13,71256,14242,6029,3557,39,29
死路,死路,6,13,71256,23462,6029,5258,58,42
死敵,死敌,6,15,71256,3691,6029,1672,30,24
死諫,死谏,6,16,71256,1,6029,1,N/A,N/A
死難,死难,6,19,71256,31433,6029,5936,5,5
死黨,死党,6,20,71256,1985,6029,725,93,77
汗毛,汗毛,6,4,1537,6487,914,2867,49,46
汗水,汗水,6,4,1537,21793,914,5083,71,62
汗衫,汗衫,6,8,1537,1429,914,897,49,45
汗珠,汗珠,6,10,1537,1970,914,776,10,8
汗臭,汗臭,6,10,1537,3448,914,1812,19,15
汗液,汗液,6,11,1537,2872,914,1384,15,11
汗腺,汗腺,6,13,1537,609,914,379,8,7
汗漬,汗渍,6,14,1537,194,914,129,11,6
汗顏,汗颜,6,18,1537,2116,914,1370,10,9
汝輩,汝辈,6,15,100,3145,46,2042,N/A,N/A
江山,江山,6,3,780,8779,311,2648,29,28
江河,江河,6,8,780,3471,311,1428,8,6
江湖,江湖,6,12,780,1671,311,720,105,84
池子,池子,6,3,2372,177693,1203,6239,100,62
池水,池水,6,4,2372,21793,1203,5083,6,6
池塘,池塘,6,13,2372,193,1203,132,141,98
污水,污水,6,4,1379,21793,912,5083,80,57
污名,污名,6,6,1379,43229,912,5995,N/A,N/A
污泥,污泥,6,8,1379,1472,912,893,4,4
污垢,污垢,6,9,1379,70,912,52,25,18
污染,污染,6,9,1379,3274,912,1515,398,246
污辱,污辱,6,10,1379,1776,912,1200,31,26
污漬,污渍,6,14,1379,194,912,129,84,65
污蔑,污蔑,6,15,1379,202,912,164,22,22
污濁,污浊,6,16,1379,38,912,37,15,15
污點,污点,6,17,1379,128025,912,6237,154,114
污穢,污秽,6,18,1379,202,912,163,78,69
灰心,灰心,6,4,2140,83418,1259,6225,64,57
灰白,灰白,6,5,2140,41987,1259,6007,11,9
灰色,灰色,6,6,2140,21624,1259,5086,291,199
灰兔,灰兔,6,8,2140,1452,1259,611,N/A,N/A
灰泥,灰泥,6,8,2140,1472,1259,893,N/A,N/A
灰暗,灰暗,6,13,2140,5176,1259,2561,42,41
灰塵,灰尘,6,14,2140,976,1259,632,152,136
灰牆,灰墙,6,17,2140,3300,1259,1743,N/A,N/A
灰燼,灰烬,6,18,2140,137,1259,116,100,83
牟利,牟利,6,7,40,32917,37,5286,24,22
百合,百合,6,6,9469,27378,3420,5632,144,38
百年,百年,6,6,9469,54824,3420,6051,55,48
百姓,百姓,6,8,9469,1997,3420,1228,135,99
百般,百般,6,10,9469,4611,3420,2632,25,25
百貨,百货,6,11,9469,5929,3420,2493,63,48
竹子,竹子,6,3,371,177693,228,6239,70,33
竹片,竹片,6,4,371,21431,228,4899,N/A,N/A
竹林,竹林,6,8,371,9991,228,2512,9,7
竹架,竹架,6,9,371,8023,228,3150,N/A,N/A
竹竿,竹竿,6,9,371,149,228,112,18,17
竹帽,竹帽,6,12,371,2508,228,1266,N/A,N/A
竹棚,竹棚,6,12,371,531,228,338,N/A,N/A
竹椅,竹椅,6,12,371,2116,228,1220,N/A,N/A
竹筍,竹笋,6,12,371,44,228,32,3,2
竹筏,竹筏,6,12,371,77,228,46,3,3
竹筐,竹筐,6,12,371,93,228,54,N/A,N/A
竹筒,竹筒,6,12,371,772,228,526,10,6
竹凳,竹凳,6,14,371,402,228,246,N/A,N/A
竹榻,竹榻,6,14,371,31,228,25,N/A,N/A
竹蓆,竹席,6,14,371,3105,228,1623,N/A,N/A
竹器,竹器,6,16,371,16613,228,3955,N/A,N/A
竹篙,竹篙,6,16,371,1,228,1,N/A,N/A
竹雕,竹雕,6,16,371,858,228,443,N/A,N/A
竹簾,竹帘,6,19,371,378,228,265,N/A,N/A
竹籃,竹篮,6,20,371,1825,228,659,6,6
竹籠,竹笼,6,22,371,777,228,499,2,1
竹籤,竹签,6,23,371,5898,228,2456,1,1
竹籬,竹篱,6,25,371,138,228,87,N/A,N/A
米色,米色,6,6,13160,21624,2521,5086,21,13
米缸,米缸,6,9,13160,709,2521,455,N/A,N/A
米倉,米仓,6,10,13160,1321,2521,671,N/A,N/A
米粉,米粉,6,10,13160,3634,2521,1755,8,5
米酒,米酒,6,10,13160,21171,2521,4457,27,13
米粒,米粒,6,11,13160,636,2521,374,14,9
米湯,米汤,6,12,13160,4519,2521,1177,3,2
米飯,米饭,6,12,13160,10037,2521,3683,147,81
米黃,米黄,6,12,13160,3694,2521,1838,N/A,N/A
米價,米价,6,15,13160,8767,2521,3598,3,3
米舖,米铺,6,15,13160,997,2521,716,N/A,N/A
米醋,米醋,6,15,13160,408,2521,287,1,1
米糠,米糠,6,17,13160,11,2521,8,1,1
米糧,米粮,6,18,13160,318,2521,204,N/A,N/A
羊毛,羊毛,6,4,2285,6487,1097,2867,74,53
羊年,羊年,6,6,2285,54824,1097,6051,2,1
羊肉,羊肉,6,6,2285,6996,1097,2890,70,51
羊脂,羊脂,6,10,2285,694,1097,428,1,1
羊群,羊群,6,13,2285,4880,1097,2586,40,37
羊腩,羊腩,6,13,2285,N/A,1097,N/A,N/A,N/A
羊腸,羊肠,6,13,2285,1566,1097,956,2,2
羽毛,羽毛,6,4,408,6487,236,2867,226,147
羽扇,羽扇,6,10,408,1325,236,839,N/A,N/A
老人,老人,6,2,52688,373292,5950,6240,630,427
老大,老大,6,3,52688,135159,5950,6237,689,316
老子,老子,6,3,52688,177693,5950,6239,183,117
老公,老公,6,4,52688,39292,5950,5751,1047,590
老化,老化,6,4,52688,11248,5950,4087,54,42
老友,老友,6,4,52688,40149,5950,5845,198,135
老少,老少,6,4,52688,28266,5950,5879,10,10
老手,老手,6,4,52688,75608,5950,6186,67,63
老兄,老兄,6,5,52688,14373,5950,3534,4467,1520
老母,老母,6,5,52688,15556,5950,4132,49,41
老年,老年,6,6,52688,54824,5950,6051,102,82
老式,老式,6,6,52688,12142,5950,4521,226,194
老成,老成,6,6,52688,61348,5950,6175,13,12
老早,老早,6,6,52688,26160,5950,5670,27,24
老伯,老伯,6,7,52688,6525,5950,1421,11,8
老伴,老伴,6,7,52688,4854,5950,2410,30,12
老弟,老弟,6,7,52688,17768,5950,3540,547,305
老店,老店,6,8,52688,11021,5950,3434,N/A,N/A
老板,老板,6,8,52688,8354,5950,3278,3349,1619
老狗,老狗,6,8,52688,13978,5950,3042,4,3
老虎,老虎,6,8,52688,1745,5950,779,368,207
老是,老是,6,9,52688,1172098,5950,6243,421,368
老家,老家,6,10,52688,112387,5950,6236,268,223
老師,老师,6,10,52688,21326,5950,4431,3879,1170
老爹,老爹,6,10,52688,1182,5950,480,577,255
老翁,老翁,6,10,52688,558,5950,400,N/A,N/A
老衲,老衲,6,9,52688,N/A,5950,N/A,N/A,N/A
老婆,老婆,6,11,52688,5323,5950,2070,3320,1530
老婦,老妇,6,11,52688,3850,5950,1922,75,62
老將,老将,6,11,52688,30460,5950,5177,15,12
老巢,老巢,6,11,52688,419,5950,277,50,44
老粗,老粗,6,11,52688,1709,5950,1268,2,2
老牌,老牌,6,12,52688,5872,5950,2453,39,39
老爺,老爷,6,13,52688,4461,5950,1090,94,48
老鼠,老鼠,6,13,52688,2619,5950,1152,1234,595
老僧,老僧,6,14,52688,153,5950,87,1,1
老實,老实,6,14,52688,57010,5950,6151,1615,1206
老遠,老远,6,14,52688,21547,5950,5522,322,293
老練,老练,6,15,52688,9125,5950,2695,70,63
老薑,老姜,6,17,52688,461,5950,144,1,1
老邁,老迈,6,17,52688,3964,5950,952,5,5
老闆,老板,6,17,52688,8354,5950,3278,3349,1619
老鷹,老鹰,6,24,52688,1150,5950,445,251,84
考上,考上,6,3,11613,236451,4125,6240,46,34
考古,考古,6,5,11613,6114,4125,2330,71,34
考生,考生,6,5,11613,162725,4125,6237,4,4
考究,考究,6,7,11613,6461,4125,2885,9,9
考卷,考卷,6,8,11613,3334,4125,1875,34,22
考取,考取,6,8,11613,12409,4125,4588,1,1
考官,考官,6,8,11613,21405,4125,3496,2,2
考查,考查,6,9,11613,31095,4125,4609,10,8
考訂,考订,6,9,11613,2705,4125,1532,N/A,N/A
考核,考核,6,10,11613,2786,4125,1150,32,25
考問,考问,6,11,11613,64375,4125,6140,N/A,N/A
考場,考场,6,12,11613,34746,4125,5695,5,5
考評,考评,6,12,11613,6455,4125,1940,5,4
考量,考量,6,12,11613,12973,4125,4411,36,33
考勤,考勤,6,13,11613,1110,4125,734,7,7
考試,考试,6,13,11613,26846,4125,5373,1041,493
考察,考察,6,14,11613,16540,4125,3777,139,104
考慮,考虑,6,15,11613,7270,4125,3425,6295,3146
考據,考据,6,16,11613,12730,4125,3905,N/A,N/A
考績,考绩,6,17,11613,1128,4125,716,N/A,N/A
考證,考证,6,19,11613,30165,4125,5358,13,13
考驗,考验,6,23,11613,8642,4125,3225,587,381
而已,而已,6,3,72462,65079,6156,6184,5389,2823
而且,而且,6,5,72462,24774,6156,5463,19404,5071
而是,而是,6,9,72462,1172098,6156,6243,2092,1575
耳朵,耳朵,6,6,3964,1831,2129,1080,1171,795
耳垂,耳垂,6,9,3964,668,2129,534,27,22
耳垢,耳垢,6,9,3964,70,2129,52,1,1
耳屎,耳屎,6,9,3964,1824,2129,844,21,12
耳背,耳背,6,9,3964,7930,2129,3635,11,11
耳聞,耳闻,6,14,3964,7786,2129,3254,53,52
耳語,耳语,6,14,3964,10813,2129,3660,62,40
耳鳴,耳鸣,6,14,3964,548,2129,347,13,13
耳膜,耳膜,6,15,3964,662,2129,417,9,9
耳機,耳机,6,16,3964,48902,2129,5953,180,128
耳環,耳环,6,17,3964,4848,2129,2314,297,169
肉丁,肉丁,6,2,6996,3640,2890,1389,1,1
肉丸,肉丸,6,3,6996,771,2890,416,93,49
肉片,肉片,6,4,6996,21431,2890,4899,19,15
肉汁,肉汁,6,5,6996,1591,2890,929,62,39
肉色,肉色,6,6,6996,21624,2890,5086,4,3
肉身,肉身,6,7,6996,38760,2890,6010,37,30
肉芽,肉芽,6,8,6996,235,2890,170,N/A,N/A
肉食,肉食,6,9,6996,7168,2890,3036,38,33
