Character-1,Character-2,Word_Trad,Word_Sim,Stroke-1,Stroke-2,C&B-Subtitle-raw-C1,C&B-Subtitle-raw-C2,C&B-Subtitle-CD-C1,C&B-Subtitle-CD-C2,C&B-Subtitle-raw-W,C&B-Subtitle-CD-W
休,止,休止,休止,6,4,8504.0,14732.0,3614.0,4866.0,67.0,61.0
休,克,休克,休克,6,7,8504.0,53663.0,3614.0,4233.0,126.0,101.0
休,妻,休妻,休妻,6,8,8504.0,8809.0,3614.0,2994.0,,
休,庭,休庭,休庭,6,10,8504.0,10044.0,3614.0,3197.0,203.0,144.0
休,息,休息,休息,6,10,8504.0,19106.0,3614.0,5204.0,4075.0,2273.0
休,书,休書,休书,6,10,8504.0,13360.0,3614.0,3636.0,,
休,假,休假,休假,6,11,8504.0,12808.0,3614.0,4414.0,371.0,284.0
休,闲,休閒,休闲,6,12,8504.0,2002.0,3614.0,1456.0,181.0,138.0
休,想,休想,休想,6,13,8504.0,247453.0,3614.0,6241.0,242.0,197.0
休,会,休會,休会,6,13,8504.0,321488.0,3614.0,6242.0,24.0,21.0
休,业,休業,休业,6,13,8504.0,13928.0,3614.0,4346.0,3.0,3.0
休,养,休養,休养,6,15,8504.0,7312.0,3614.0,3148.0,48.0,45.0
休,学,休學,休学,6,16,8504.0,41964.0,3614.0,5516.0,65.0,46.0
休,憩,休憩,休憩,6,16,8504.0,33.0,3614.0,31.0,5.0,5.0
休,战,休戰,休战,6,16,8504.0,18511.0,3614.0,3826.0,72.0,52.0
伙,同,伙同,伙同,6,6,37637.0,42995.0,5529.0,6029.0,8.0,8.0
伙,伴,伙伴,伙伴,6,7,37637.0,4854.0,5529.0,2410.0,1200.0,827.0
伙,计,伙計,伙计,6,9,37637.0,34589.0,5529.0,5598.0,15063.0,3387.0
伙,食,伙食,伙食,6,9,37637.0,7168.0,5529.0,3036.0,51.0,41.0
伙,头,伙頭,伙头,6,16,37637.0,49069.0,5529.0,6092.0,,
兆,头,兆頭,兆头,6,16,718.0,49069.0,494.0,6092.0,116.0,102.0
凶,手,兇手,凶手,6,4,6967.0,75608.0,1827.0,6186.0,4064.0,1121.0
凶,犯,兇犯,凶犯,6,5,6967.0,17722.0,1827.0,4313.0,16.0,15.0
凶,狠,兇狠,凶狠,6,9,6967.0,1719.0,1827.0,889.0,64.0,52.0
凶,悍,兇悍,凶悍,6,10,6967.0,412.0,1827.0,262.0,29.0,23.0
凶,案,兇案,凶案,6,10,6967.0,23014.0,1827.0,3954.0,,
凶,杀,兇殺,凶杀,6,11,6967.0,47122.0,1827.0,4962.0,341.0,218.0
凶,猛,兇猛,凶猛,6,11,6967.0,1386.0,1827.0,856.0,79.0,67.0
凶,恶,兇惡,凶恶,6,12,6967.0,12445.0,1827.0,4158.0,51.0,46.0
凶,残,兇殘,凶残,6,12,6967.0,3409.0,1827.0,2067.0,97.0,82.0
凶,器,兇器,凶器,6,16,6967.0,16613.0,1827.0,3955.0,822.0,322.0
凶,险,兇險,凶险,6,16,6967.0,13181.0,1827.0,4295.0,15.0,15.0
先,人,先人,先人,6,2,71253.0,373292.0,6128.0,6240.0,22.0,17.0
先,天,先天,先天,6,4,71253.0,127053.0,6128.0,6234.0,31.0,28.0
先,父,先父,先父,6,4,71253.0,22065.0,6128.0,4318.0,10.0,4.0
先,王,先王,先王,6,4,71253.0,9733.0,6128.0,2338.0,,
先,生,先生,先生,6,5,71253.0,162725.0,6128.0,6237.0,46864.0,5211.0
先,兆,先兆,先兆,6,6,71253.0,718.0,6128.0,494.0,20.0,19.0
先,决,先決,先决,6,7,71253.0,22798.0,6128.0,5405.0,1.0,1.0
先,例,先例,先例,6,8,71253.0,3309.0,6128.0,2015.0,96.0,82.0
先,知,先知,先知,6,8,71253.0,211542.0,6128.0,6239.0,345.0,144.0
先,前,先前,先前,6,9,71253.0,75236.0,6128.0,6219.0,216.0,194.0
先,后,先後,先后,6,9,71253.0,109915.0,6128.0,6218.0,49.0,47.0
先,哲,先哲,先哲,6,10,71253.0,887.0,6128.0,376.0,,
先,师,先師,先师,6,10,71253.0,21326.0,6128.0,4431.0,,
先,烈,先烈,先烈,6,10,71253.0,2912.0,6128.0,1795.0,2.0,2.0
先,朝,先朝,先朝,6,12,71253.0,3629.0,6128.0,1990.0,,
先,进,先進,先进,6,12,71253.0,55676.0,6128.0,6142.0,359.0,305.0
先,贤,先賢,先贤,6,15,71253.0,593.0,6128.0,135.0,,
先,辈,先輩,先辈,6,15,71253.0,3145.0,6128.0,2042.0,41.0,27.0
先,锋,先鋒,先锋,6,15,71253.0,838.0,6128.0,523.0,64.0,60.0
先,导,先導,先导,6,16,71253.0,7275.0,6128.0,3089.0,2.0,2.0
先,机,先機,先机,6,16,71253.0,48902.0,6128.0,5953.0,29.0,29.0
先,驱,先驅,先驱,6,21,71253.0,1081.0,6128.0,678.0,57.0,46.0
光,火,光火,光火,6,4,17286.0,18479.0,4986.0,4630.0,15.0,12.0
光,年,光年,光年,6,6,17286.0,54824.0,4986.0,6051.0,89.0,34.0
光,束,光束,光束,6,7,17286.0,11221.0,4986.0,4420.0,47.0,31.0
光,秃,光禿,光秃,6,7,17286.0,446.0,4986.0,288.0,,
光,芒,光芒,光芒,6,7,17286.0,491.0,4986.0,332.0,256.0,184.0
光,明,光明,光明,6,8,17286.0,69749.0,4986.0,6202.0,491.0,312.0
光,采,光采,光采,6,8,17286.0,3150.0,4986.0,1855.0,,
光,亮,光亮,光亮,6,9,17286.0,14157.0,4986.0,4410.0,80.0,65.0
光,度,光度,光度,6,9,17286.0,17384.0,4986.0,5042.0,3.0,3.0
光,柱,光柱,光柱,6,9,17286.0,551.0,4986.0,386.0,6.0,6.0
光,圈,光圈,光圈,6,11,17286.0,3847.0,4986.0,2045.0,14.0,9.0
光,彩,光彩,光彩,6,11,17286.0,5381.0,4986.0,2196.0,193.0,173.0
光,速,光速,光速,6,11,17286.0,6275.0,4986.0,2771.0,171.0,75.0
光,阴,光陰,光阴,6,11,17286.0,3255.0,4986.0,1785.0,56.0,50.0
光,复,光復,光复,6,12,17286.0,13041.0,4986.0,4552.0,6.0,5.0
光,景,光景,光景,6,12,17286.0,3764.0,4986.0,2168.0,18.0,18.0
光,棍,光棍,光棍,6,12,17286.0,1366.0,4986.0,814.0,25.0,21.0
光,源,光源,光源,6,13,17286.0,3568.0,4986.0,1971.0,34.0,19.0
光,滑,光滑,光滑,6,13,17286.0,3523.0,4986.0,1700.0,106.0,85.0
光,荣,光榮,光荣,6,14,17286.0,4688.0,4986.0,2245.0,366.0,275.0
光,影,光影,光影,6,15,17286.0,16924.0,4986.0,4515.0,12.0,12.0
光,线,光線,光线,6,15,17286.0,15170.0,4986.0,4282.0,310.0,221.0
光,辉,光輝,光辉,6,15,17286.0,490.0,4986.0,317.0,139.0,113.0
光,学,光學,光学,6,16,17286.0,41964.0,4986.0,5516.0,40.0,33.0
光,泽,光澤,光泽,6,16,17286.0,1733.0,4986.0,698.0,52.0,49.0
光,头,光頭,光头,6,16,17286.0,49069.0,4986.0,6092.0,150.0,102.0
光,环,光環,光环,6,17,17286.0,4848.0,4986.0,2314.0,67.0,55.0
光,临,光臨,光临,6,17,17286.0,4358.0,4986.0,2471.0,849.0,536.0
光,鲜,光鮮,光鲜,6,17,17286.0,2860.0,4986.0,1735.0,8.0,8.0
光,谱,光譜,光谱,6,19,17286.0,890.0,4986.0,637.0,38.0,30.0
光,顾,光顧,光顾,6,21,17286.0,8298.0,4986.0,3735.0,117.0,106.0
光,纤,光纖,光纤,6,23,17286.0,467.0,4986.0,316.0,23.0,17.0
全,人,全人,全人,6,2,47545.0,373292.0,6060.0,6240.0,,
全,力,全力,全力,6,2,47545.0,44859.0,6060.0,6009.0,931.0,721.0
全,心,全心,全心,6,4,47545.0,83418.0,6060.0,6225.0,1.0,1.0
全,文,全文,全文,6,4,47545.0,14196.0,6060.0,3743.0,7.0,7.0
全,年,全年,全年,6,6,47545.0,54824.0,6060.0,6051.0,20.0,20.0
全,局,全局,全局,6,7,47545.0,12836.0,6060.0,3669.0,81.0,70.0
全,身,全身,全身,6,7,47545.0,38760.0,6060.0,6010.0,737.0,610.0
全,长,全長,全长,6,8,47545.0,42596.0,6060.0,5903.0,9.0,9.0
全,面,全面,全面,6,9,47545.0,67015.0,6060.0,6200.0,440.0,384.0
全,班,全班,全班,6,10,47545.0,11120.0,6060.0,3608.0,63.0,50.0
全,神,全神,全神,6,10,47545.0,22077.0,6060.0,5048.0,,
全,能,全能,全能,6,10,47545.0,241617.0,6060.0,6243.0,136.0,111.0
全,国,全國,全国,6,11,47545.0,40712.0,6060.0,5187.0,1157.0,753.0
全,球,全球,全球,6,11,47545.0,24351.0,6060.0,4092.0,790.0,462.0
全,票,全票,全票,6,11,47545.0,12689.0,6060.0,2879.0,27.0,21.0
全,速,全速,全速,6,11,47545.0,6275.0,6060.0,2771.0,131.0,85.0
全,部,全部,全部,6,11,47545.0,34796.0,6060.0,5762.0,3635.0,2204.0
全,都,全都,全都,6,11,47545.0,180587.0,6060.0,6237.0,1600.0,1166.0
全,景,全景,全景,6,12,47545.0,3764.0,6060.0,2168.0,19.0,17.0
全,程,全程,全程,6,12,47545.0,10184.0,6060.0,3989.0,119.0,110.0
全,集,全集,全集,6,12,47545.0,11403.0,6060.0,5004.0,12.0,12.0
全,貌,全貌,全貌,6,14,47545.0,1933.0,6060.0,1440.0,7.0,6.0
全,数,全數,全数,6,15,47545.0,14754.0,6060.0,4620.0,18.0,17.0
全,盘,全盤,全盘,6,15,47545.0,4299.0,6060.0,2302.0,100.0,92.0
全,额,全額,全额,6,18,47545.0,2059.0,6060.0,1306.0,33.0,32.0
全,权,全權,全权,6,22,47545.0,10283.0,6060.0,3515.0,94.0,82.0
全,体,全體,全体,6,23,47545.0,26590.0,6060.0,5453.0,544.0,352.0
共,主,共主,共主,6,5,7769.0,28628.0,3605.0,5684.0,,
共,犯,共犯,共犯,6,5,7769.0,17722.0,3605.0,4313.0,65.0,60.0
共,生,共生,共生,6,5,7769.0,162725.0,3605.0,6237.0,13.0,12.0
共,同,共同,共同,6,6,7769.0,42995.0,3605.0,6029.0,949.0,755.0
共,存,共存,共存,6,6,7769.0,9155.0,3605.0,3669.0,49.0,47.0
共,有,共有,共有,6,6,7769.0,533631.0,3605.0,6243.0,137.0,131.0
共,事,共事,共事,6,8,7769.0,179716.0,3605.0,6237.0,407.0,337.0
共,享,共享,共享,6,8,7769.0,5485.0,3605.0,2894.0,237.0,204.0
共,和,共和,共和,6,8,7769.0,155937.0,3605.0,6224.0,55.0,32.0
共,居,共居,共居,6,8,7769.0,7197.0,3605.0,3364.0,,
共,度,共度,共度,6,9,7769.0,17384.0,3605.0,5042.0,398.0,335.0
共,产,共產,共产,6,11,7769.0,8264.0,3605.0,3345.0,,
共,通,共通,共通,6,11,7769.0,26617.0,3605.0,5569.0,,
共,聚,共聚,共聚,6,14,7769.0,4585.0,3605.0,2261.0,13.0,12.0
共,鸣,共鳴,共鸣,6,14,7769.0,548.0,3605.0,347.0,119.0,90.0
共,识,共識,共识,6,19,7769.0,20878.0,3605.0,5397.0,208.0,179.0
再,三,再三,再三,6,3,78039.0,26275.0,6230.0,5491.0,65.0,60.0
再,世,再世,再世,6,5,78039.0,21566.0,6230.0,5168.0,,
再,生,再生,再生,6,5,78039.0,162725.0,6230.0,6237.0,197.0,141.0
再,次,再次,再次,6,6,78039.0,58108.0,6230.0,6183.0,2784.0,1862.0
再,见,再見,再见,6,7,78039.0,85723.0,6230.0,6220.0,10958.0,3721.0
再,版,再版,再版,6,8,78039.0,2708.0,6230.0,1446.0,5.0,5.0
再,者,再者,再者,6,8,78039.0,42245.0,6230.0,5891.0,24.0,22.0
再,度,再度,再度,6,9,78039.0,17384.0,6230.0,5042.0,202.0,169.0
再,婚,再婚,再婚,6,11,78039.0,19494.0,6230.0,3555.0,91.0,75.0
再,现,再現,再现,6,11,78039.0,137777.0,6230.0,6240.0,83.0,59.0
再,造,再造,再造,6,11,78039.0,11461.0,6230.0,4064.0,43.0,38.0
再,嫁,再嫁,再嫁,6,13,78039.0,2163.0,6230.0,1182.0,8.0,8.0
再,会,再會,再会,6,13,78039.0,321488.0,6230.0,6242.0,45.0,37.0
再,说,再說,再说,6,14,78039.0,281841.0,6230.0,6243.0,2242.0,1676.0
再,审,再審,再审,6,15,78039.0,6285.0,6230.0,1853.0,6.0,6.0
冰,刀,冰刀,冰刀,6,2,6145.0,4999.0,2393.0,1946.0,18.0,12.0
冰,山,冰山,冰山,6,3,6145.0,8779.0,2393.0,2648.0,106.0,81.0
冰,川,冰川,冰川,6,3,6145.0,777.0,2393.0,215.0,100.0,40.0
冰,水,冰水,冰水,6,4,6145.0,21793.0,2393.0,5083.0,3.0,2.0
冰,冷,冰冷,冰冷,6,7,6145.0,9199.0,2393.0,3680.0,194.0,168.0
冰,河,冰河,冰河,6,8,6145.0,3471.0,2393.0,1428.0,38.0,21.0
冰,封,冰封,冰封,6,9,6145.0,5258.0,2393.0,2348.0,,
冰,柱,冰柱,冰柱,6,9,6145.0,551.0,2393.0,386.0,21.0,16.0
冰,冻,冰凍,冰冻,6,10,6145.0,1620.0,2393.0,910.0,163.0,96.0
冰,峰,冰峰,冰峰,6,10,6145.0,748.0,2393.0,520.0,,
冰,凉,冰涼,冰凉,6,11,6145.0,1023.0,2393.0,736.0,45.0,40.0
冰,球,冰球,冰球,6,11,6145.0,24351.0,2393.0,4092.0,199.0,69.0
冰,袋,冰袋,冰袋,6,11,6145.0,5787.0,2393.0,2741.0,26.0,22.0
冰,雪,冰雪,冰雪,6,11,6145.0,3731.0,2393.0,1444.0,71.0,39.0
冰,棒,冰棒,冰棒,6,12,6145.0,20010.0,2393.0,4494.0,68.0,18.0
冰,窖,冰窖,冰窖,6,12,6145.0,171.0,2393.0,118.0,6.0,5.0
冰,块,冰塊,冰块,6,13,6145.0,11381.0,2393.0,3795.0,264.0,193.0
冰,雹,冰雹,冰雹,6,13,6145.0,36.0,2393.0,22.0,34.0,20.0
冰,箱,冰箱,冰箱,6,15,6145.0,5936.0,2393.0,2454.0,739.0,551.0
冰,砖,冰磚,冰砖,6,16,6145.0,461.0,2393.0,241.0,2.0,2.0
冰,糖,冰糖,冰糖,6,16,6145.0,4066.0,2393.0,1791.0,15.0,8.0
冰,锥,冰錐,冰锥,6,16,6145.0,95.0,2393.0,67.0,38.0,23.0
冰,雕,冰雕,冰雕,6,16,6145.0,858.0,2393.0,443.0,42.0,22.0
冰,点,冰點,冰点,6,17,6145.0,128025.0,2393.0,6237.0,8.0,7.0
冰,镇,冰鎮,冰镇,6,18,6145.0,5601.0,2393.0,2096.0,54.0,46.0
刑,事,刑事,刑事,6,8,2801.0,179716.0,1233.0,6237.0,283.0,186.0
刑,具,刑具,刑具,6,8,2801.0,8138.0,1233.0,3540.0,22.0,19.0
刑,房,刑房,刑房,6,8,2801.0,25246.0,1233.0,5150.0,7.0,5.0
刑,法,刑法,刑法,6,8,2801.0,60750.0,1233.0,6091.0,30.0,29.0
刑,责,刑責,刑责,6,11,2801.0,10100.0,1233.0,3928.0,,
刑,场,刑場,刑场,6,12,2801.0,34746.0,1233.0,5695.0,17.0,15.0
刑,期,刑期,刑期,6,12,2801.0,18143.0,1233.0,5078.0,122.0,88.0
刑,罚,刑罰,刑罚,6,14,2801.0,2516.0,1233.0,1469.0,46.0,41.0
刑,警,刑警,刑警,6,20,2801.0,32561.0,1233.0,4422.0,161.0,104.0
划,拳,划拳,划拳,6,10,11871.0,3299.0,3992.0,959.0,1.0,1.0
划,动,划動,划动,6,11,11871.0,49274.0,3992.0,6044.0,,
划,船,划船,划船,6,11,11871.0,9979.0,3992.0,1838.0,118.0,73.0
划,艇,划艇,划艇,6,13,11871.0,1110.0,3992.0,490.0,20.0,15.0
划,算,划算,划算,6,14,11871.0,28149.0,3992.0,5764.0,66.0,61.0
划,桨,划槳,划桨,6,15,11871.0,150.0,3992.0,69.0,22.0,10.0
列,入,列入,列入,6,2,4646.0,24269.0,2129.0,5410.0,95.0,80.0
列,出,列出,列出,6,5,4646.0,129404.0,2129.0,6239.0,137.0,128.0
列,印,列印,列印,6,6,4646.0,6629.0,2129.0,2844.0,,
列,车,列車,列车,6,7,4646.0,55587.0,2129.0,5469.0,401.0,160.0
列,表,列表,列表,6,8,4646.0,31395.0,2129.0,5521.0,114.0,91.0
列,为,列為,列为,6,9,4646.0,249231.0,2129.0,6241.0,102.0,91.0
列,岛,列島,列岛,6,10,4646.0,4154.0,2129.0,1273.0,7.0,2.0
列,席,列席,列席,6,10,4646.0,3105.0,2129.0,1623.0,11.0,9.0
列,强,列強,列强,6,11,4646.0,15755.0,2129.0,4609.0,7.0,7.0
列,队,列隊,列队,6,12,4646.0,27111.0,2129.0,4217.0,60.0,44.0
列,传,列傳,列传,6,13,4646.0,13084.0,2129.0,4345.0,,
列,举,列舉,列举,6,17,4646.0,6853.0,2129.0,3252.0,26.0,26.0
劣,货,劣貨,劣货,6,11,646.0,5929.0,540.0,2493.0,2.0,2.0
劣,等,劣等,劣等,6,12,646.0,71184.0,540.0,6178.0,25.0,19.0
劣,势,劣勢,劣势,6,13,646.0,4547.0,540.0,2247.0,69.0,62.0
劣,种,劣種,劣种,6,14,646.0,42396.0,540.0,6034.0,1.0,1.0
劣,质,劣質,劣质,6,15,646.0,5831.0,540.0,2698.0,65.0,57.0
劣,绩,劣績,劣绩,6,17,646.0,1128.0,540.0,716.0,,
印,出,印出,印出,6,5,6629.0,129404.0,2844.0,6239.0,,
印,台,印台,印台,6,5,6629.0,13404.0,2844.0,3697.0,,
印,本,印本,印本,6,5,6629.0,41063.0,2844.0,6000.0,1.0,1.0
印,刷,印刷,印刷,6,8,6629.0,1394.0,2844.0,860.0,143.0,94.0
印,花,印花,印花,6,8,6629.0,17379.0,2844.0,4923.0,27.0,21.0
印,书,印書,印书,6,10,6629.0,13360.0,2844.0,3636.0,,
印,记,印記,印记,6,10,6629.0,39008.0,2844.0,5971.0,165.0,124.0
印,盒,印盒,印盒,6,11,6629.0,2706.0,2844.0,1291.0,,
印,章,印章,印章,6,11,6629.0,3560.0,2844.0,1697.0,71.0,46.0
印,发,印發,印发,6,12,6629.0,87630.0,2844.0,6226.0,5.0,5.0
印,象,印象,印象,6,12,6629.0,17007.0,2844.0,4799.0,1758.0,1251.0
印,模,印模,印模,6,15,6629.0,8644.0,2844.0,2728.0,,
印,证,印證,印证,6,19,6629.0,30165.0,2844.0,5358.0,19.0,19.0
危,及,危及,危及,6,4,7715.0,9979.0,3390.0,4072.0,101.0,91.0
危,局,危局,危局,6,7,7715.0,12836.0,3390.0,3669.0,2.0,2.0
危,急,危急,危急,6,9,7715.0,7604.0,3390.0,3539.0,121.0,101.0
危,殆,危殆,危殆,6,9,7715.0,61.0,3390.0,58.0,4.0,3.0
危,害,危害,危害,6,10,7715.0,25606.0,3390.0,5405.0,244.0,197.0
危,楼,危樓,危楼,6,15,7715.0,9176.0,3390.0,3251.0,5.0,4.0
危,机,危機,危机,6,16,7715.0,48902.0,3390.0,5953.0,756.0,539.0
危,险,危險,危险,6,16,7715.0,13181.0,3390.0,4295.0,5711.0,2813.0
危,难,危難,危难,6,19,7715.0,31433.0,3390.0,5936.0,41.0,35.0
吃,力,吃力,吃力,6,2,33829.0,44859.0,5493.0,6009.0,42.0,38.0
吃,下,吃下,吃下,6,3,33829.0,153565.0,5493.0,6239.0,,
吃,完,吃完,吃完,6,7,33829.0,37488.0,5493.0,6033.0,,
吃,苦,吃苦,吃苦,6,9,33829.0,7563.0,5493.0,3390.0,14.0,13.0
吃,重,吃重,吃重,6,9,33829.0,39372.0,5493.0,6073.0,,
吃,香,吃香,吃香,6,9,33829.0,5724.0,5493.0,2395.0,18.0,18.0
吃,素,吃素,吃素,6,10,33829.0,3715.0,5493.0,1856.0,54.0,43.0
吃,草,吃草,吃草,6,10,33829.0,3811.0,5493.0,1987.0,,
吃,掉,吃掉,吃掉,6,11,33829.0,23820.0,5493.0,5478.0,,
吃,透,吃透,吃透,6,11,33829.0,4390.0,5493.0,2613.0,1.0,1.0
吃,喝,吃喝,吃喝,6,12,33829.0,16744.0,5493.0,4473.0,16.0,15.0
吃,饭,吃飯,吃饭,6,12,33829.0,10037.0,5493.0,3683.0,2135.0,1459.0
吃,饱,吃飽,吃饱,6,13,33829.0,744.0,5493.0,608.0,,
吃,醋,吃醋,吃醋,6,15,33829.0,408.0,5493.0,287.0,227.0,163.0
吃,亏,吃虧,吃亏,6,17,33829.0,897.0,5493.0,758.0,42.0,39.0
吃,斋,吃齋,吃斋,6,17,33829.0,78.0,5493.0,41.0,,
吃,惊,吃驚,吃惊,6,23,33829.0,9696.0,5493.0,4110.0,1227.0,969.0
各,人,各人,各人,6,2,9490.0,373292.0,3359.0,6240.0,26.0,21.0
各,自,各自,各自,6,6,9490.0,98698.0,3359.0,6233.0,484.0,407.0
各,位,各位,各位,6,7,9490.0,31427.0,3359.0,5606.0,3982.0,1753.0
各,界,各界,各界,6,9,9490.0,15995.0,3359.0,4667.0,16.0,15.0
各,个,各個,各个,6,10,9490.0,452923.0,3359.0,6242.0,295.0,274.0
各,处,各處,各处,6,11,9490.0,28742.0,3359.0,5835.0,28.0,25.0
各,项,各項,各项,6,12,9490.0,5537.0,3359.0,2441.0,30.0,29.0
各,种,各種,各种,6,14,9490.0,42396.0,3359.0,6034.0,897.0,740.0
各,类,各類,各类,6,19,9490.0,11326.0,3359.0,3929.0,33.0,32.0
合,力,合力,合力,6,2,27378.0,44859.0,5632.0,6009.0,19.0,17.0
合,十,合十,合十,6,2,27378.0,14731.0,5632.0,4176.0,19.0,15.0
合,乎,合乎,合乎,6,5,27378.0,11683.0,5632.0,4473.0,77.0,71.0
合,用,合用,合用,6,5,27378.0,79299.0,5632.0,6222.0,22.0,21.0
合,伙,合伙,合伙,6,6,27378.0,37637.0,5632.0,5529.0,139.0,118.0
合,同,合同,合同,6,6,27378.0,42995.0,5632.0,6029.0,1034.0,574.0
合,作,合作,合作,6,7,27378.0,68168.0,5632.0,6143.0,3344.0,1820.0
合,身,合身,合身,6,7,27378.0,38760.0,5632.0,6010.0,185.0,151.0
合,并,合併,合并,6,8,27378.0,26283.0,5632.0,5393.0,403.0,137.0
合,宜,合宜,合宜,6,8,27378.0,1454.0,5632.0,1040.0,7.0,5.0
合,抱,合抱,合抱,6,8,27378.0,26803.0,5632.0,5521.0,,
合,拍,合拍,合拍,6,8,27378.0,11578.0,5632.0,2907.0,83.0,69.0
合,法,合法,合法,6,8,27378.0,60750.0,5632.0,6091.0,995.0,684.0
合,股,合股,合股,6,8,27378.0,5724.0,5632.0,2489.0,3.0,1.0
合,金,合金,合金,6,8,27378.0,19210.0,5632.0,4403.0,98.0,68.0
合,奏,合奏,合奏,6,9,27378.0,2153.0,5632.0,1009.0,7.0,6.0
合,约,合約,合约,6,9,27378.0,22765.0,5632.0,4614.0,434.0,292.0
合,计,合計,合计,6,9,27378.0,34589.0,5632.0,5598.0,22.0,21.0
合,格,合格,合格,6,10,27378.0,19477.0,5632.0,4252.0,221.0,182.0
合,唱,合唱,合唱,6,11,27378.0,11922.0,5632.0,2232.0,88.0,68.0
合,理,合理,合理,6,11,27378.0,41099.0,5632.0,5960.0,882.0,653.0
合,眼,合眼,合眼,6,11,27378.0,19247.0,5632.0,5237.0,35.0,35.0
合,掌,合掌,合掌,6,12,27378.0,4370.0,5632.0,2366.0,,
合,意,合意,合意,6,13,27378.0,103354.0,5632.0,6238.0,10.0,10.0
合,照,合照,合照,6,13,27378.0,24253.0,5632.0,5166.0,1.0,1.0
合,群,合群,合群,6,13,27378.0,4880.0,5632.0,2586.0,63.0,55.0
合,葬,合葬,合葬,6,13,27378.0,1988.0,5632.0,1028.0,1.0,1.0
合,资,合資,合资,6,13,27378.0,7880.0,5632.0,3164.0,7.0,6.0
合,伙,合夥,合伙,6,14,27378.0,37637.0,5632.0,5529.0,139.0,118.0
合,演,合演,合演,6,14,27378.0,23373.0,5632.0,3897.0,7.0,7.0
合,算,合算,合算,6,14,27378.0,28149.0,5632.0,5764.0,20.0,18.0
合,影,合影,合影,6,15,27378.0,16924.0,5632.0,4515.0,100.0,91.0
合,适,合適,合适,6,15,27378.0,7527.0,5632.0,3617.0,2385.0,1665.0
合,谋,合謀,合谋,6,16,27378.0,7434.0,5632.0,2505.0,50.0,34.0
合,办,合辦,合办,6,16,27378.0,28706.0,5632.0,5725.0,2.0,2.0
合,击,合擊,合击,6,17,27378.0,16918.0,5632.0,4227.0,,
合,缝,合縫,合缝,6,17,27378.0,1773.0,5632.0,930.0,,
合,声,合聲,合声,6,17,27378.0,18258.0,5632.0,5058.0,5.0,1.0
吉,凶,吉凶,吉凶,6,4,8890.0,6967.0,1813.0,1827.0,2.0,2.0
吉,日,吉日,吉日,6,4,8890.0,23151.0,1813.0,5161.0,6.0,6.0
吉,他,吉他,吉他,6,5,8890.0,564477.0,1813.0,6242.0,710.0,295.0
吉,兆,吉兆,吉兆,6,6,8890.0,718.0,1813.0,494.0,2.0,2.0
吉,利,吉利,吉利,6,7,8890.0,32917.0,1813.0,5286.0,111.0,82.0
吉,祥,吉祥,吉祥,6,11,8890.0,369.0,1813.0,243.0,25.0,21.0
吉,期,吉期,吉期,6,12,8890.0,18143.0,1813.0,5078.0,,
吊,车,吊車,吊车,6,7,1272.0,55587.0,822.0,5469.0,37.0,13.0
吊,扇,吊扇,吊扇,6,10,1272.0,1325.0,822.0,839.0,10.0,7.0
吊,起,吊起,吊起,6,10,1272.0,127575.0,822.0,6238.0,,
吊,带,吊帶,吊带,6,11,1272.0,45283.0,822.0,6062.0,58.0,45.0
吊,桶,吊桶,吊桶,6,11,1272.0,1435.0,822.0,915.0,,
吊,销,吊銷,吊销,6,15,1272.0,3241.0,822.0,1756.0,104.0,72.0
吊,桥,吊橋,吊桥,6,16,1272.0,1894.0,822.0,849.0,55.0,23.0
吊,灯,吊燈,吊灯,6,16,1272.0,4413.0,822.0,2141.0,33.0,30.0
吊,环,吊環,吊环,6,17,1272.0,4848.0,822.0,2314.0,9.0,4.0
同,化,同化,同化,6,4,42995.0,11248.0,6029.0,4087.0,43.0,33.0
同,伙,同伙,同伙,6,6,42995.0,37637.0,6029.0,5529.0,478.0,300.0
同,年,同年,同年,6,6,42995.0,54824.0,6029.0,6051.0,30.0,27.0
同,行,同行,同行,6,6,42995.0,73109.0,6029.0,6201.0,187.0,160.0
同,伴,同伴,同伴,6,7,42995.0,4854.0,6029.0,2410.0,545.0,399.0
同,志,同志,同志,6,7,42995.0,7203.0,6029.0,2730.0,1873.0,575.0
同,步,同步,同步,6,7,42995.0,11260.0,6029.0,4035.0,168.0,114.0
同,事,同事,同事,6,8,42995.0,179716.0,6029.0,6237.0,1392.0,1011.0
同,居,同居,同居,6,8,42995.0,7197.0,6029.0,3364.0,197.0,139.0
同,性,同性,同性,6,8,42995.0,28102.0,6029.0,5317.0,137.0,86.0
同,房,同房,同房,6,8,42995.0,25246.0,6029.0,5150.0,6.0,6.0
同,胞,同胞,同胞,6,9,42995.0,1675.0,6029.0,882.0,223.0,169.0
同,时,同時,同时,6,10,42995.0,162611.0,6029.0,6240.0,3145.0,2091.0
同,班,同班,同班,6,10,42995.0,11120.0,6029.0,3608.0,36.0,27.0
同,情,同情,同情,6,11,42995.0,69279.0,6029.0,6178.0,832.0,647.0
同,袍,同袍,同袍,6,10,42995.0,454.0,6029.0,278.0,,
同,期,同期,同期,6,12,42995.0,18143.0,6029.0,5078.0,11.0,11.0
同,窗,同窗,同窗,6,12,42995.0,3573.0,6029.0,1897.0,4.0,4.0
同,等,同等,同等,6,12,42995.0,71184.0,6029.0,6178.0,83.0,75.0
