Character,CHR/million,logCHR,logCHR-CD,HomoDensity,Num-Neighbors
獐,0.04,0.301,0.0,5,277
棂,0.04,0.301,0.301,19,220
缢,0.04,0.301,0.301,37,306
嬥,0.04,0.301,0.0,1,263
砹,0.04,0.301,0.301,7,306
嚄,0.04,0.301,0.0,14,305
邬,0.04,0.301,0.301,6,278
镅,0.04,0.301,0.301,6,261
桧,0.04,0.301,0.0,7,303
嘙,0.04,0.301,0.0,3,220
嗉,0.04,0.301,0.0,9,305
巯,0.04,0.301,0.301,9,219
岀,0.04,0.301,0.0,4,278
酉,0.04,0.301,0.301,6,262
钆,0.04,0.301,0.0,1,219
锛,0.04,0.301,0.301,2,277
鈈,0.04,0.301,0.301,12,304
尓,0.04,0.301,0.301,5,261
擘,0.04,0.301,0.301,2,306
胗,0.04,0.301,0.301,11,277
顼,0.04,0.301,0.0,11,305
瓠,0.04,0.301,0.0,8,306
怙,0.04,0.301,0.301,8,306
関,0.04,0.301,0.0,7,277
鸻,0.04,0.301,0.0,6,218
囡,0.04,0.301,0.301,1,277
餠,0.04,0.301,0.0,7,261
逑,0.04,0.301,0.0,9,219
戆,0.04,0.301,0.0,4,304
锿,0.04,0.301,0.301,6,278
唦,0.04,0.301,0.0,8,278
菟,0.04,0.301,0.0,2,306
颏,0.04,0.301,0.301,3,220
岷,0.04,0.301,0.301,4,218
莞,0.04,0.301,0.301,7,262
跗,0.04,0.301,0.301,8,278
扞,0.04,0.301,0.0,11,305
吽,0.04,0.301,0.301,4,277
碛,0.04,0.301,0.0,13,306
晏,0.04,0.301,0.301,14,306
瀬,0.04,0.301,0.301,7,304
铄,0.04,0.301,0.301,4,304
涔,0.04,0.301,0.0,2,218
揠,0.04,0.301,0.301,5,307
瑭,0.04,0.301,0.301,12,220
扽,0.04,0.301,0.301,1,304
铟,0.04,0.301,0.301,7,278
籚,0.04,0.301,0.0,8,219
扦,0.04,0.301,0.301,12,278
饬,0.04,0.301,0.301,7,306
阜,0.04,0.301,0.301,16,306
筚,0.04,0.301,0.301,25,306
袛,0.04,0.301,0.301,4,278
薮,0.04,0.301,0.301,2,261
汴,0.04,0.301,0.0,7,305
癸,0.04,0.301,0.301,4,261
鸩,0.04,0.301,0.301,7,305
仞,0.04,0.301,0.301,6,305
歊,0.04,0.301,0.0,15,277
乜,0.04,0.301,0.301,10,304
袈,0.04,0.301,0.301,13,278
贰,0.04,0.301,0.301,2,305
吶,0.04,0.301,0.0,5,305
煸,0.04,0.301,0.301,5,277
腚,0.04,0.301,0.301,5,305
诳,0.04,0.301,0.0,2,219
殭,0.04,0.301,0.301,8,277
蒟,0.04,0.301,0.0,6,262
枞,0.04,0.301,0.301,5,276
甑,0.04,0.301,0.0,3,304
铑,0.04,0.301,0.301,4,262
袮,0.04,0.301,0.0,8,220
堺,0.04,0.301,0.0,8,304
凖,0.04,0.301,0.0,3,259
砜,0.04,0.301,0.301,9,277
镚,0.04,0.301,0.0,4,305
缳,0.04,0.301,0.301,7,220
荏,0.04,0.301,0.301,3,261
噫,0.04,0.301,0.301,10,278
蓍,0.04,0.301,0.0,10,278
晡,0.04,0.301,0.0,2,278
铳,0.04,0.301,0.0,1,307
瘳,0.04,0.301,0.301,2,278
谥,0.04,0.301,0.0,29,306
埇,0.04,0.301,0.301,12,260
獴,0.04,0.301,0.301,4,261
揾,0.04,0.301,0.0,3,306
逋,0.04,0.301,0.301,2,278
茖,0.04,0.301,0.0,4,306
鐏,0.04,0.301,0.0,5,275
揖,0.04,0.301,0.301,10,278
瘌,0.04,0.301,0.301,6,304
茚,0.04,0.301,0.301,4,306
阋,0.04,0.301,0.301,6,306
榊,0.04,0.301,0.0,2,220
樗,0.04,0.301,0.0,4,278
酐,0.04,0.301,0.301,7,276
脇,0.04,0.301,0.0,12,220
倨,0.04,0.301,0.301,15,306
鲠,0.04,0.301,0.301,5,260
淖,0.04,0.301,0.0,2,305
暝,0.04,0.301,0.301,7,219
煨,0.04,0.301,0.301,4,278
坼,0.04,0.301,0.0,6,305
唻,0.04,0.301,0.301,7,304
戌,0.04,0.301,0.301,8,277
泓,0.04,0.301,0.301,8,219
挌,0.04,0.301,0.0,9,220
汕,0.04,0.301,0.0,11,305
噙,0.04,0.301,0.301,8,218
彝,0.04,0.301,0.0,16,220
煅,0.04,0.301,0.301,5,305
辻,0.04,0.301,0.0,1,13
皴,0.04,0.301,0.301,2,277
鲯,0.04,0.301,0.301,23,220
蒻,0.04,0.301,0.0,5,303
崁,0.04,0.301,0.301,6,261
锇,0.04,0.301,0.301,9,219
眛,0.04,0.301,0.0,7,305
薙,0.02,0.0,0.0,11,306
硐,0.02,0.0,0.0,6,305
棰,0.02,0.0,0.0,6,218
蟃,0.02,0.0,0.0,4,306
镤,0.02,0.0,0.0,9,220
甏,0.02,0.0,0.0,7,305
苖,0.02,0.0,0.0,9,220
潲,0.02,0.0,0.0,4,306
祾,0.02,0.0,0.0,19,220
彽,0.02,0.0,0.0,4,278
囍,0.02,0.0,0.0,6,262
槊,0.02,0.0,0.0,4,304
齑,0.02,0.0,0.0,22,278
锾,0.02,0.0,0.0,7,220
淙,0.02,0.0,0.0,3,218
蚴,0.02,0.0,0.0,11,306
糸,0.02,0.0,0.0,8,306
镨,0.02,0.0,0.0,5,262
殁,0.02,0.0,0.0,13,306
脲,0.02,0.0,0.0,2,304
窠,0.02,0.0,0.0,11,278
揆,0.02,0.0,0.0,5,219
冧,0.02,0.0,0.0,9,217
莰,0.02,0.0,0.0,6,261
栃,0.02,0.0,0.0,23,306
笏,0.02,0.0,0.0,8,306
榘,0.02,0.0,0.0,6,262
秸,0.02,0.0,0.0,8,278
柆,0.02,0.0,0.0,4,276
吒,0.02,0.0,0.0,3,278
钒,0.02,0.0,0.0,10,220
艉,0.02,0.0,0.0,10,262
筣,0.02,0.0,0.0,9,262
淬,0.02,0.0,0.0,9,304
挢,0.02,0.0,0.0,11,261
筲,0.02,0.0,0.0,6,278
麴,0.02,0.0,0.0,10,277
骝,0.02,0.0,0.0,10,220
噚,0.02,0.0,0.0,8,219
凫,0.02,0.0,0.0,17,220
倬,0.02,0.0,0.0,3,276
苋,0.02,0.0,0.0,12,306
圬,0.02,0.0,0.0,6,278
鲆,0.02,0.0,0.0,11,217
骊,0.02,0.0,0.0,12,220
鳇,0.02,0.0,0.0,11,219
衿,0.02,0.0,0.0,9,277
氽,0.02,0.0,0.0,1,263
孭,0.02,0.0,0.0,2,276
鲙,0.02,0.0,0.0,7,303
氹,0.02,0.0,0.0,3,305
増,0.02,0.0,0.0,5,276
沤,0.02,0.0,0.0,7,278
恧,0.02,0.0,0.0,1,305
蚩,0.02,0.0,0.0,6,278
闱,0.02,0.0,0.0,13,220
柒,0.02,0.0,0.0,10,278
晧,0.02,0.0,0.0,8,304
谶,0.02,0.0,0.0,3,304
崂,0.02,0.0,0.0,5,220
沷,0.02,0.0,0.0,3,277
暻,0.02,0.0,0.0,9,261
篙,0.02,0.0,0.0,9,277
痝,0.02,0.0,0.0,5,217
糬,0.02,0.0,0.0,9,262
壅,0.02,0.0,0.0,12,260
闇,0.02,0.0,0.0,7,305
镎,0.02,0.0,0.0,2,219
铣,0.02,0.0,0.0,5,262
斮,0.02,0.0,0.0,11,218
醢,0.02,0.0,0.0,2,262
镥,0.02,0.0,0.0,6,261
绨,0.02,0.0,0.0,11,220
埸,0.02,0.0,0.0,37,306
蛗,0.02,0.0,0.0,16,306
黧,0.02,0.0,0.0,12,220
辇,0.02,0.0,0.0,5,261
呶,0.02,0.0,0.0,2,219
萁,0.02,0.0,0.0,23,220
隋,0.02,0.0,0.0,2,219
骓,0.02,0.0,0.0,4,276
秕,0.02,0.0,0.0,5,262
锍,0.02,0.0,0.0,4,262
咍,0.02,0.0,0.0,2,278
鲽,0.02,0.0,0.0,9,218
愆,0.02,0.0,0.0,12,278
悛,0.02,0.0,0.0,2,278
帏,0.02,0.0,0.0,13,220
萳,0.02,0.0,0.0,3,261
闾,0.02,0.0,0.0,2,219
蚵,0.02,0.0,0.0,9,219
鲹,0.02,0.0,0.0,10,278
桖,0.02,0.0,0.0,3,306
鰤,0.02,0.0,0.0,10,278
餍,0.02,0.0,0.0,14,306
锕,0.02,0.0,0.0,1,305
麹,0.02,0.0,0.0,10,277
泅,0.02,0.0,0.0,9,219
畦,0.02,0.0,0.0,23,220
覃,0.02,0.0,0.0,8,220
佗,0.02,0.0,0.0,8,220
様,0.02,0.0,0.0,4,306
俬,0.02,0.0,0.0,12,277
萜,0.02,0.0,0.0,3,276
缡,0.02,0.0,0.0,12,220
钽,0.02,0.0,0.0,4,262
棅,0.02,0.0,0.0,7,261
糍,0.02,0.0,0.0,9,219
茍,0.02,0.0,0.0,24,306
倖,0.02,0.0,0.0,5,306
锘,0.02,0.0,0.0,4,304
堇,0.02,0.0,0.0,6,261
讦,0.02,0.0,0.0,13,220
笊,0.02,0.0,0.0,7,305
溧,0.02,0.0,0.0,23,306
渼,0.02,0.0,0.0,6,261
蛌,0.02,0.0,0.0,5,219
锫,0.02,0.0,0.0,5,219
抺,0.02,0.0,0.0,7,305
梾,0.02,0.0,0.0,5,218
蚋,0.02,0.0,0.0,5,304
亻,0.02,0.0,0.0,5,219
铗,0.02,0.0,0.0,5,220
哬,0.02,0.0,0.0,6,305
陴,0.02,0.0,0.0,8,220
豸,0.02,0.0,0.0,22,306
龚,0.02,0.0,0.0,12,277
铈,0.02,0.0,0.0,29,306
鎇,0.02,0.0,0.0,13,219
徯,0.02,0.0,0.0,24,278
鳮,0.02,0.0,0.0,22,278
爰,0.02,0.0,0.0,15,220
怼,0.02,0.0,0.0,5,304
鴅,0.02,0.0,0.0,3,278
唵,0.02,0.0,0.0,2,261
轸,0.02,0.0,0.0,4,261
耨,0.02,0.0,0.0,1,304
蓐,0.02,0.0,0.0,4,305
楹,0.02,0.0,0.0,11,220
糁,0.02,0.0,0.0,2,261
睇,0.02,0.0,0.0,10,306
掾,0.02,0.0,0.0,5,306
锎,0.02,0.0,0.0,3,276
钣,0.02,0.0,0.0,5,261
俵,0.02,0.0,0.0,4,260
宼,0.02,0.0,0.0,6,305
鞣,0.02,0.0,0.0,3,218
悃,0.02,0.0,0.0,2,261
醣,0.02,0.0,0.0,12,220
垡,0.02,0.0,0.0,5,219
擗,0.02,0.0,0.0,3,306
镢,0.02,0.0,0.0,13,218
铷,0.02,0.0,0.0,5,219
钌,0.02,0.0,0.0,5,305
绐,0.02,0.0,0.0,10,305
伛,0.02,0.0,0.0,9,260
丄,0.02,0.0,0.0,4,305
哓,0.02,0.0,0.0,15,277
椁,0.02,0.0,0.0,3,262
瘿,0.02,0.0,0.0,3,262
淮,0.02,0.0,0.0,4,218
鰎,0.02,0.0,0.0,14,261
麺,0.02,0.0,0.0,2,305
钔,0.02,0.0,0.0,2,219
铕,0.02,0.0,0.0,6,262
遽,0.02,0.0,0.0,15,306
梃,0.02,0.0,0.0,4,261
樯,0.02,0.0,0.0,5,220
爿,0.02,0.0,0.0,5,220
缷,0.02,0.0,0.0,14,306
樘,0.02,0.0,0.0,12,220
榚,0.02,0.0,0.0,4,262
兕,0.02,0.0,0.0,11,305
柛,0.02,0.0,0.0,10,278
卨,0.02,0.0,0.0,14,306
漕,0.02,0.0,0.0,4,219
渕,0.02,0.0,0.0,4,278
碇,0.02,0.0,0.0,5,305
搤,0.02,0.0,0.0,14,305
铯,0.02,0.0,0.0,6,303
蹓,0.02,0.0,0.0,2,278
胍,0.02,0.0,0.0,6,277
骟,0.02,0.0,0.0,11,305
醮,0.02,0.0,0.0,7,305
罝,0.02,0.0,0.0,11,278
歩,0.02,0.0,0.0,12,304
唗,0.02,0.0,0.0,3,277
笳,0.02,0.0,0.0,13,278
鲲,0.02,0.0,0.0,4,277
簘,0.02,0.0,0.0,15,277
镞,0.02,0.0,0.0,4,219
奁,0.02,0.0,0.0,7,219
暪,0.02,0.0,0.0,2,307
缯,0.02,0.0,0.0,5,276
牝,0.02,0.0,0.0,2,306
棶,0.02,0.0,0.0,5,218
澹,0.02,0.0,0.0,10,305
餬,0.02,0.0,0.0,10,220
莐,0.02,0.0,0.0,8,218
蘩,0.02,0.0,0.0,10,220
嗱,0.02,0.0,0.0,2,261
姃,0.02,0.0,0.0,9,277
奘,0.02,0.0,0.0,4,304
唛,0.02,0.0,0.0,2,306
嫚,0.02,0.0,0.0,7,305
佷,0.02,0.0,0.0,3,261
萼,0.02,0.0,0.0,14,305
垆,0.02,0.0,0.0,8,219
锝,0.02,0.0,0.0,3,218
肫,0.02,0.0,0.0,1,277
譲,0.02,0.0,0.0,2,304
赈,0.02,0.0,0.0,7,305
栲,0.02,0.0,0.0,4,260
铥,0.02,0.0,0.0,2,275
竦,0.02,0.0,0.0,4,261
诰,0.02,0.0,0.0,3,305
廾,0.02,0.0,0.0,4,261
艄,0.02,0.0,0.0,6,278
薫,0.02,0.0,0.0,5,277
畠,0.02,0.0,0.0,6,219
捯,0.02,0.0,0.0,1,221
钷,0.02,0.0,0.0,3,262
対,0.02,0.0,0.0,5,304
蘖,0.02,0.0,0.0,10,304
擭,0.02,0.0,0.0,14,305
帑,0.02,0.0,0.0,4,262
莘,0.02,0.0,0.0,10,278
嗌,0.02,0.0,0.0,37,306
殂,0.02,0.0,0.0,1,220
茇,0.02,0.0,0.0,3,221
惇,0.02,0.0,0.0,4,277
钕,0.02,0.0,0.0,2,259
嗔,0.02,0.0,0.0,3,278
泚,0.02,0.0,0.0,3,261
藴,0.02,0.0,0.0,6,305
搛,0.02,0.0,0.0,16,277
畑,0.02,0.0,0.0,6,219
苴,0.02,0.0,0.0,11,278
嗐,0.02,0.0,0.0,5,306
島,0.02,0.0,0.0,6,261
缶,0.02,0.0,0.0,2,259
铼,0.02,0.0,0.0,5,218
枰,0.02,0.0,0.0,11,217
镧,0.02,0.0,0.0,8,219
跬,0.02,0.0,0.0,1,263
鲳,0.02,0.0,0.0,3,278
芷,0.02,0.0,0.0,11,262
镮,0.02,0.0,0.0,7,220
侪,0.02,0.0,0.0,3,218
椐,0.02,0.0,0.0,11,278
稲,0.02,0.0,0.0,8,305
姛,0.02,0.0,0.0,6,305
煫,0.02,0.0,0.0,8,305
爀,0.02,0.0,0.0,6,305
镄,0.02,0.0,0.0,8,306
莠,0.02,0.0,0.0,6,262
钫,0.02,0.0,0.0,4,278
囗,0.02,0.0,0.0,4,220
蠓,0.02,0.0,0.0,4,261
颉,0.02,0.0,0.0,12,220
蔢,0.02,0.0,0.0,3,220
冚,0.02,0.0,0.0,6,261
擢,0.02,0.0,0.0,11,218
赧,0.02,0.0,0.0,3,261
陟,0.02,0.0,0.0,22,306
愐,0.02,0.0,0.0,5,261
箬,0.02,0.0,0.0,5,303
忄,0.02,0.0,0.0,9,276
畳,0.02,0.0,0.0,9,218
広,0.02,0.0,0.0,2,261
谏,0.02,0.0,0.0,19,305
冇,0.02,0.0,0.0,3,263
骯,0.02,0.0,0.0,3,276
嬅,0.02,0.0,0.0,5,305
姮,0.02,0.0,0.0,6,218
裎,0.02,0.0,0.0,11,220
钜,0.02,0.0,0.0,15,306
髙,0.02,0.0,0.0,9,277
筘,0.02,0.0,0.0,6,305
裥,0.02,0.0,0.0,14,261
汍,0.02,0.0,0.0,7,262
