Character,CHR/million,logCHR,logCHR-CD,HomoDensity,Num-Neighbors
讯,54.38,3.406,3.1021,7,305
吐,54.29,3.4053,3.155,4,262
吹,54.23,3.4048,3.1818,2,276
宾,54.14,3.4041,3.0711,5,275
侦,54.14,3.4041,3.0141,11,277
颗,53.91,3.4023,3.1430000000000002,11,278
宁,53.86,3.4019,3.1992,5,217
罚,53.71,3.4007,3.167,5,219
欲,53.69,3.4005,3.2162,42,276
乡,53.56,3.3995,3.1156,7,278
帽,53.54,3.3993,3.1024,5,305
杜,53.54,3.3993,2.7177,8,306
豪,53.52,3.3992,3.1787,6,218
征,53.46,3.3986,3.1909,9,277
括,53.41,3.3983,3.2430000000000003,6,277
盯,53.39,3.3981,3.2227,4,277
稳,53.27,3.3971,3.1951,2,262
胆,53.09,3.3957,3.2044,2,261
甲,53.09,3.3957,3.0722,5,262
赖,53.05,3.3953,3.1408,7,304
啤,53.03,3.3952,3.0938,8,220
佩,52.86,3.3938,2.9325,3,305
启,52.84,3.3936,3.1351,5,262
胎,52.73,3.3927,3.0824,1,277
帐,52.67,3.3922,3.1248,8,305
赏,52.6,3.3916,3.1858,2,261
抛,52.41,3.3901,3.1978,1,278
遭,52.41,3.3901,3.218,2,277
若,52.41,3.3901,3.0338,5,303
梯,52.16,3.3879,3.0759,3,278
震,52.16,3.3879,3.1222,7,305
述,51.92,3.386,3.1821,10,306
阵,51.86,3.3854,3.1942,7,305
仪,51.81,3.3851,3.1186,16,220
乖,51.75,3.3845,3.0488,1,277
宫,51.69,3.384,2.9504,12,277
咬,51.64,3.3836,3.0842,4,262
祷,51.58,3.3831,3.0997,6,261
祖,51.51,3.3826,3.0338,5,261
蜜,51.34,3.3811,3.029,8,306
耍,51.09,3.3789,3.1889,1,260
拼,50.96,3.3779,3.1268,1,278
惜,50.9,3.3773,3.2375,9,220
忠,50.87,3.3771,3.137,6,277
策,50.72,3.3758,3.1676,5,303
鼻,50.66,3.3753,3.1199,1,220
钻,50.66,3.3753,2.9773,1,275
池,50.64,3.3751,3.0803,6,220
虚,50.6,3.3747,3.2138,8,277
桑,50.51,3.3739999999999997,2.8215,2,275
拾,50.43,3.3733,3.2071,10,220
泳,50.4,3.3731,3.0116,12,260
频,50.4,3.3731,3.0896,4,220
尖,50.34,3.3725,3.1508,16,277
申,50.34,3.3725,3.0945,10,278
违,50.13,3.3707,3.177,13,220
零,49.89,3.3687,3.1495,19,220
诊,49.89,3.3687,2.9996,4,261
嘘,49.81,3.3679,3.0878,8,277
惧,49.76,3.3675,3.1255,15,306
拯,49.47,3.3649,3.1007,2,261
痕,49.44,3.3647,3.0792,1,219
批,49.38,3.3642,3.1599,7,278
绿,49.36,3.364,3.1011,5,305
乘,49.32,3.3636,3.0633,11,220
佳,49.29,3.3634,3.1209,13,278
熊,49.23,3.3629,2.8739,2,218
辣,49.1,3.3617,3.0580000000000003,6,304
躺,48.97,3.3606,3.1838,4,262
祈,48.95,3.3604,3.0980000000000003,23,220
肥,48.93,3.3602,3.0689,2,220
址,48.91,3.36,3.1364,11,262
占,48.91,3.36,3.1830000000000003,9,305
络,48.8,3.3591,3.0973,7,305
掩,48.8,3.3591,3.1596,5,262
省,48.78,3.3589,3.1498,1,262
羊,48.78,3.3589,3.0402,7,220
荒,48.76,3.3587,3.1798,2,277
督,48.72,3.3583,2.944,2,278
撤,48.57,3.3569999999999998,3.0418,6,305
胖,48.5,3.3564,3.022,1,305
辞,48.5,3.3564,3.1089,9,219
增,48.46,3.3560000000000003,3.1744,5,276
援,48.44,3.3558,3.0573,15,220
郎,48.4,3.3555,2.9206,6,219
献,48.33,3.3549,3.1461,12,306
擦,48.25,3.3541,3.1517,2,275
农,48.14,3.3531,2.9523,4,218
邪,47.95,3.3514,3.0477,12,220
姻,47.93,3.3512,3.029,7,278
恢,47.89,3.3508,3.1641,6,278
描,47.86,3.3506,3.1492,3,220
匹,47.82,3.3502,3.0512,4,262
软,47.8,3.3501,3.1661,4,259
埋,47.8,3.3501,3.1166,2,219
惨,47.65,3.3487,3.1928,1,261
洋,47.5,3.3473,3.0588,7,220
纯,47.48,3.3471,3.1623,4,219
浴,47.46,3.3469,3.1004,42,276
贴,47.31,3.3456,3.1752,3,276
尉,47.22,3.3448,2.6812,13,306
略,47.18,3.3444,3.1430000000000002,2,303
符,47.16,3.3442,3.1103,17,220
侵,47.07,3.3434,3.0860000000000003,3,276
陆,46.9,3.3418,2.9983,13,305
载,46.9,3.3418,3.1183,3,305
爬,46.8,3.3408,3.1159,4,219
挖,46.63,3.3393,3.0622,4,278
骄,46.39,3.3371,3.1455,14,277
兽,46.28,3.3361,2.9818,9,305
嫁,46.18,3.3351,3.0726,5,306
洁,46.18,3.3351,3.0362,13,220
晨,46.18,3.3351,3.1529,8,218
喊,46.03,3.3336,3.1364,2,261
奏,45.96,3.333,3.0039,3,304
灰,45.69,3.3304,3.1,6,278
摔,45.62,3.3298,3.0842,2,277
羞,45.6,3.3296,3.1498,5,277
邻,45.41,3.3278,3.1028,9,217
椅,45.17,3.3255,3.0864,8,262
颜,45.17,3.3255,3.1367,14,220
欺,45.13,3.3251,3.1092,10,278
端,45.11,3.3249,3.1575,1,277
贺,44.77,3.3216,3.0488,6,305
茶,44.6,3.3199,3.0241,6,219
障,44.6,3.3199,3.0781,8,305
慈,44.58,3.3197,2.9961,9,219
仇,44.51,3.3191,3.0603,6,220
厂,44.34,3.3174,2.9666,3,262
怨,44.34,3.3174,3.1697,5,306
逊,44.3,3.3169999999999997,2.8932,7,305
黎,44.15,3.3156,2.9175,12,220
剪,44.06,3.3147,3.009,14,261
春,43.98,3.3139,3.0565,2,277
额,43.96,3.3137,3.1159,9,219
豆,43.89,3.313,2.9930000000000003,6,305
罢,43.89,3.313,3.1374,4,307
裂,43.74,3.3115,3.0660000000000003,8,304
挡,43.62,3.3103,3.1511,3,261
偏,43.59,3.3101,3.1059,3,276
糊,43.55,3.3096,3.1541,10,220
卧,43.53,3.3094,3.0752,7,305
敲,43.49,3.3089999999999997,3.1069,3,278
丧,43.42,3.3084,3.1498,2,275
乌,43.06,3.3047,2.8609,6,278
购,43.04,3.3045,3.0596,5,305
域,42.76,3.3017,3.0678,42,276
闲,42.74,3.3015,3.1632,9,220
宇,42.72,3.3012,2.8041,9,260
姓,42.63,3.3004,3.0892,5,306
葬,42.44,3.2984,3.012,4,304
党,42.38,3.2978,2.8603,3,261
售,42.36,3.2975,3.0806,9,305
涂,42.36,3.2975,3.1316,8,220
碍,42.33,3.2973,3.1345,7,306
柜,42.16,3.2956,3.0689,6,262
壮,42.14,3.2953,3.1136,4,304
裁,42.1,3.2949,3.0099,4,220
珠,42.06,3.2945,2.8899,10,278
咪,41.99,3.2938,2.786,1,278
耐,41.95,3.2934,3.1261,4,304
勃,41.76,3.2914,2.7226,15,220
琴,41.74,3.2911,2.8445,8,218
账,41.69,3.2907,3.0261,8,305
固,41.59,3.2896,3.1329,4,305
唔,41.57,3.2894,2.7604,9,220
唐,41.4,3.2876,2.943,12,220
貌,41.27,3.2862,3.1584,5,305
漏,41.22,3.2858,3.1248,3,305
卢,41.08,3.2842,2.6385,8,219
荡,40.9,3.2824,3.0842,3,305
扣,40.82,3.2815,3.0792,6,305
仰,40.65,3.2797,3.0302,4,262
君,40.58,3.279,2.8921,5,276
夹,40.56,3.2788,3.0697,5,220
倍,40.56,3.2788,3.1268,10,305
晓,40.52,3.2783,2.9479,2,261
牧,40.48,3.2778,2.842,12,304
桥,40.43,3.2774,2.9289,6,220
辑,40.35,3.2765,2.9965,19,220
巡,40.26,3.2755,3.0052,8,219
喷,40.2,3.2749,3.0133,1,276
詹,40.16,3.2744,2.5933,4,277
牲,40.14,3.2742,3.0611,6,278
昏,40.03,3.273,3.0531,3,277
凡,40.03,3.273,3.0322,10,220
肤,40.01,3.2728,3.0618,8,278
饰,39.99,3.2725,3.0885,29,306
灾,39.92,3.2718,3.0273,4,277
欣,39.92,3.2718,3.1017,9,276
谷,39.86,3.2711,2.9509,7,261
芬,39.82,3.2707,2.6821,5,278
滩,39.82,3.2707,2.9809,5,278
愤,39.73,3.2697,3.0734,6,306
敦,39.67,3.2689999999999997,2.8376,4,277
厕,39.62,3.2686,3.0457,3,305
奸,39.58,3.2681,2.8998,16,277
坞,39.47,3.2669,2.7952,13,306
贱,39.45,3.2667,3.0145,19,305
盟,39.43,3.2665,2.8645,5,219
闯,39.37,3.2658,3.0867,1,262
咒,39.28,3.2648,2.8561,5,306
窃,39.26,3.2646,2.968,6,305
朵,39.09,3.2627,3.0334,3,261
植,39.0,3.2617,2.9154,12,220
圆,38.96,3.2613,3.0338,15,220
篮,38.96,3.2613,2.8189,8,219
屎,38.94,3.261,2.9263,7,262
伪,38.88,3.2603,3.0438,13,306
距,38.88,3.2603,3.0948,15,306
延,38.88,3.2603,3.0824,14,220
凭,38.85,3.2601,3.1232,11,217
田,38.83,3.2598,2.7959,6,219
捐,38.77,3.2591,2.8768,3,276
挣,38.73,3.2586,3.0766,9,277
蕾,38.73,3.2586,2.7889,3,262
饮,38.66,3.2579,3.0792,5,262
宽,38.32,3.2541,3.0722,2,276
驶,38.32,3.2541,2.9881,7,262
伸,38.3,3.2538,3.0774,10,278
析,38.28,3.2536,3.0004,24,278
戈,38.26,3.2533,2.6665,8,278
媒,38.15,3.2521,2.9638,13,219
裙,38.04,3.2509,2.9542,2,217
倾,38.02,3.2507,3.1011,9,278
辱,37.92,3.2494,3.0792,4,305
缝,37.85,3.2487,2.9685,3,219
妞,37.83,3.2485,2.9859,1,277
惑,37.68,3.2467,3.0993,14,305
狼,37.62,3.2460000000000004,2.8745,6,219
矩,37.53,3.245,3.0469,6,262
脉,37.51,3.2448,2.98,13,306
绕,37.45,3.2439999999999998,3.0748,1,305
宗,37.38,3.2433,2.9899,5,277
祸,37.38,3.2433,3.0273,14,305
益,37.36,3.2430000000000003,3.0704,37,306
壁,37.3,3.2423,3.0660000000000003,25,306
荷,37.25,3.2418,2.9345,12,219
柯,37.25,3.2418,2.5416,11,278
虎,37.25,3.2418,2.8915,3,262
趴,37.13,3.2403,2.9047,2,277
汇,37.08,3.2398,3.0257,15,306
缩,37.06,3.2395,3.0799,6,276
诗,37.02,3.239,2.8876,10,278
泽,37.0,3.2388,2.8439,6,217
诱,36.95,3.2383,3.0774,11,306
溜,36.95,3.2383,3.0162,2,278
赫,36.95,3.2383,2.6794,6,305
殊,36.95,3.2383,3.092,12,278
济,36.91,3.2378,3.0,24,306
含,36.85,3.237,3.0867,5,219
隆,36.83,3.2368,2.7774,8,217
狠,36.7,3.2353,2.9489,3,261
甩,36.7,3.2353,3.0410000000000004,1,261
燃,36.7,3.2353,2.9657,3,218
抵,36.63,3.2345,3.0667,4,262
粗,36.49,3.2327,3.1031,1,276
妓,36.49,3.2327,2.9096,24,306
炒,36.46,3.2325,2.9201,2,261
揭,36.42,3.2319999999999998,2.9703,8,278
涉,36.34,3.2310000000000003,3.0997,7,306
晕,36.23,3.2297,3.0652,1,277
澡,36.23,3.2297,3.0508,5,261
偿,36.21,3.2294,3.0693,4,220
牵,36.14,3.2287,3.0878,12,278
岸,36.14,3.2287,2.945,7,305
呐,35.97,3.2266,2.8819999999999997,5,305
肚,35.95,3.2263,3.0588,8,306
暖,35.87,3.2253,3.0298,1,259
绳,35.84,3.2251,2.9079,1,220
蛇,35.78,3.2243,2.8,3,220
婴,35.78,3.2243,2.9335,8,278
胞,35.76,3.2239999999999998,2.9455,5,277
链,35.76,3.2239999999999998,2.9657,7,305
薄,35.74,3.2238,3.0434,15,220
瞎,35.74,3.2238,3.0671,2,277
阁,35.7,3.2232,2.7672,9,220
湖,35.67,3.2230000000000003,2.8573,10,220
讶,35.67,3.2230000000000003,3.0881,5,307
齐,35.67,3.2230000000000003,2.9754,23,220
哎,35.55,3.2214,2.9365,6,278
瞒,35.52,3.2212,3.0637,4,219
逐,35.5,3.2209,3.0187,5,220
豁,35.5,3.2209,2.4133,14,305
韦,35.42,3.2198,2.5302,13,220
肩,35.29,3.2183,3.0607,16,277
呵,35.23,3.2175,2.8021,3,277
缘,35.23,3.2175,3.0748,15,220
巫,35.2,3.2172,2.7251,9,220
渴,35.14,3.2164,3.063,2,262
筑,35.08,3.2156,2.9504,5,220
励,35.01,3.2148,3.0249,23,306
艰,34.86,3.213,3.0406,16,277
予,34.8,3.2122,3.0626,9,260
泄,34.8,3.2122,3.0434,14,306
冻,34.59,3.2095,2.9589999999999996,6,305
积,34.54,3.2089999999999996,3.0599,22,278
拨,34.52,3.2087,2.8904,7,278
癌,34.37,3.2068,2.7973,14,220
云,34.35,3.2066,2.9547,3,219
幽,34.33,3.2063,2.9708,6,278
韩,34.29,3.2057,2.5623,5,219
乳,34.26,3.2055,2.9330000000000003,2,261
遵,34.18,3.2044,3.0457,5,275
龄,34.03,3.2025,2.9854,19,220
汁,33.97,3.2017,2.968,11,278
罐,33.92,3.2011,2.9096,8,305
酱,33.86,3.2003,2.943,5,305
骚,33.84,3.2,3.0124,4,276
芭,33.82,3.1998,2.6454,7,279
亨,33.82,3.1998,2.6284,2,276
齿,33.56,3.1965,2.9566,5,262
忽,33.56,3.1965,3.0693,3,278
肠,33.43,3.1948,2.9805,4,220
钢,33.3,3.1931,2.8971,7,277
押,33.24,3.1923,2.9661,5,279
玻,33.22,3.1919999999999997,2.9552,7,278
姿,33.05,3.1898,2.8779,13,277
召,33.01,3.1892,2.9899,7,305
恰,32.96,3.1886,2.9547,3,304
擅,32.94,3.1884,3.0719,11,305
柔,32.92,3.1881,3.0082,3,218
患,32.88,3.1875,2.9987,6,306
剑,32.83,3.187,2.6776,19,305
篇,32.83,3.187,2.9624,3,276
汗,32.81,3.1867,2.9609,11,305
牺,32.79,3.1864,2.9921,24,278
阶,32.77,3.1861,3.0099,8,278
割,32.75,3.1858,2.968,8,278
拔,32.64,3.1844,2.9823,3,221
酸,32.6,3.1838,2.9523,1,276
叶,32.56,3.1833,2.8651,9,306
歇,32.49,3.1824,2.8621,3,278
亿,32.47,3.1821,2.8543,37,306
趟,32.43,3.1816,3.0689,2,306
扭,32.39,3.181,2.9903,4,261
稣,32.39,3.181,2.7185,3,277
胶,32.32,3.1801,2.9528,14,277
裸,32.3,3.1798,2.9112,1,261
眠,32.19,3.1784,2.945,3,219
融,32.17,3.1781,3.0128,12,217
仿,32.0,3.1758,2.9708,3,262
抬,31.94,3.1749,3.0056,4,219
臂,31.75,3.1723,2.9894,25,306
潮,31.7,3.1717,2.9671,3,219
舌,31.64,3.1708,2.9832,3,220
舍,31.64,3.1708,2.9042,1,262
焦,31.62,3.1706,3.0191,14,277
赋,31.62,3.1706,2.9899,16,306
悉,31.55,3.1697,3.0596,24,278
径,31.49,3.1688,3.0009,12,305
撑,31.49,3.1688,3.0056,2,278
咯,31.47,3.1685,2.9345,1,9
泥,31.43,3.1679,2.9509,4,219
贩,31.38,3.1673,2.8482,6,306
哼,31.32,3.1664,2.9138,2,276
佬,31.28,3.1658,2.8293,4,262
宴,31.23,3.1652,2.8716,14,306
艘,31.21,3.1649,2.7612,5,275
寸,31.21,3.1649,2.9969,2,305
誉,31.19,3.1647,2.9628,42,276
陈,31.19,3.1647,2.9175,8,218
惩,31.15,3.1641,2.9917,11,220
宜,31.04,3.1626,3.017,16,220
兔,31.0,3.162,2.786,2,306
奈,30.96,3.1614,2.6263,4,304
墓,30.93,3.1611,2.8426,12,304
胃,30.91,3.1608,2.9991,13,306
页,30.78,3.159,2.9315,9,306
挤,30.7,3.1578,2.9917,6,262
脆,30.68,3.1575,3.05,9,304
桶,30.64,3.1569,2.9614,3,262
巾,30.64,3.1569,2.9419999999999997,9,277
伏,30.61,3.1565,2.9713,17,220
佑,30.59,3.1562,2.9335,11,306
询,30.57,3.1559,2.9948,8,219
衫,30.51,3.155,2.9528,12,277
穷,30.51,3.155,2.9786,4,217
缠,30.42,3.1538,3.0241,7,218
妒,30.4,3.1535,2.9703,8,306
妆,30.4,3.1535,2.8893,4,276
旋,30.32,3.1523,2.9074,4,219
廉,30.25,3.1514,2.7627,7,219
扬,30.19,3.1504,2.9628,7,220
遥,30.17,3.1501,2.9661,9,220
蜂,30.17,3.1501,2.6532,9,277
侧,30.04,3.1483,2.9191,5,303
舰,30.04,3.1483,2.4362,19,305
夸,30.02,3.148,3.0158,1,277
筹,29.97,3.1474,2.8716,6,220
朱,29.95,3.1471,2.5658,10,278
企,29.91,3.1464,2.9355,13,306
递,29.89,3.1461,2.9978,10,306
铃,29.82,3.1452,2.8585,19,220
酪,29.8,3.1449,2.847,7,305
刷,29.76,3.1443,2.9345,2,276
纵,29.74,3.1439999999999997,2.9518,2,305
衬,29.72,3.1436,2.943,3,304
猛,29.59,3.1418,2.9325,4,261
耀,29.57,3.1414,2.932,4,306
耻,29.53,3.1408,2.9930000000000003,5,262
振,29.48,3.1402,2.9284,7,305
污,29.44,3.1396,2.96,6,278
册,29.29,3.1374,2.9619,5,303
殿,29.29,3.1374,2.5599,11,305
瘾,29.29,3.1374,2.8842,5,262
唤,29.27,3.137,2.9562,6,306
棍,29.16,3.1355,2.9106,1,304
填,28.99,3.1329,2.98,6,219
疾,28.88,3.1313,2.9106,19,220
厄,28.86,3.1310000000000002,2.5551,14,305
慰,28.69,3.1284,3.0017,13,306
柏,28.67,3.1281,2.6232,15,220
芝,28.65,3.1278,2.7875,11,278
磅,28.59,3.1268,2.8727,7,305
谍,28.52,3.1258,2.6675,9,218
宿,28.48,3.1252,2.9159,2,261
忌,28.44,3.1245,2.9571,24,306
堪,28.42,3.1242,2.9671,3,277
睁,28.42,3.1242,2.9112,9,277
脖,28.39,3.1239,2.9731,15,220
京,28.37,3.1235,2.5933,14,277
陌,28.35,3.1232,2.9894,13,306
返,28.31,3.1225,2.9053,2,262
奉,28.31,3.1225,2.9727,4,305
扇,28.29,3.1222,2.9238,11,305
肌,28.22,3.1212,2.9165,22,278
廊,28.2,3.1209,2.9212,6,219
仓,28.2,3.1209,2.8267,4,276
猴,28.18,3.1206,2.7694,3,219
慌,28.14,3.1199,2.9836,2,277
鉴,28.09,3.1193,2.9410000000000003,19,305
凌,28.03,3.1183,2.9509,19,220
仁,27.88,3.1159,2.8621,5,219
孔,27.77,3.1143,2.9365,2,261
税,27.77,3.1143,2.8325,3,304
杆,27.75,3.1139,2.8319,7,260
嫉,27.71,3.1133,2.94,19,220
箭,27.56,3.1109,2.7451,19,305
哟,27.52,3.1103,2.8215,8,278
塑,27.41,3.1086,2.9274,9,305
湿,27.35,3.1075,2.9538,10,278
揍,27.33,3.1072,2.8779,3,304
丰,27.28,3.1065,2.9581,9,277
捉,27.28,3.1065,2.8971,3,276
膀,27.2,3.1052,2.9335,4,261
幅,27.2,3.1052,2.8228,17,220
恕,27.2,3.1052,2.9243,10,306
吊,27.16,3.1045,2.9149,5,305
踏,27.11,3.1038,2.9304,9,305
泪,27.07,3.1031,2.9074,2,306
罩,26.9,3.1004,2.8904,7,305
尴,26.84,3.0993,2.9557,7,276
郁,26.84,3.0993,2.9191,42,276
茜,26.81,3.0989999999999998,2.2529,6,306
姨,26.66,3.0966,2.738,16,220
崩,26.6,3.0955,2.9675,3,277
港,26.56,3.0948,2.7559,1,261
拆,26.54,3.0945,2.9175,1,276
淋,26.49,3.0938,2.8831,9,217
玉,26.47,3.0934,2.8007,42,276
勾,26.47,3.0934,2.9405,3,277
孙,26.45,3.0931,2.8388,2,277
币,26.45,3.0931,2.7686,25,306
魅,26.34,3.0913,2.9279,7,305
署,26.19,3.0888,2.8426,9,262
炮,26.19,3.0888,2.6972,3,306
奴,26.13,3.0878,2.7412,2,219
桃,26.02,3.0860000000000003,2.786,5,220
培,26.0,3.0856,2.8791,5,219
弥,25.98,3.0853,2.8722,8,220
抚,25.94,3.0846,2.9315,11,262
甘,25.9,3.0839,2.7832,7,276
唇,25.87,3.0835,2.8488,4,219
腐,25.81,3.0824,2.8785,11,262
截,25.62,3.0792,2.918,13,220
砍,25.62,3.0792,2.8062,6,261
宙,25.62,3.0792,2.7267,5,306
宠,25.6,3.0788,2.9106,1,261
腰,25.58,3.0785,2.8949,8,278
秋,25.51,3.0774,2.7308,5,277
俗,25.49,3.077,2.9484,1,219
搅,25.45,3.0763,2.9360000000000004,11,261
舱,25.45,3.0763,2.6212,4,276
轨,25.43,3.0759,2.85,4,261
弯,25.38,3.0752,2.9031,4,278
蛮,25.36,3.0748,2.9074,4,219
侠,25.36,3.0748,2.5647,12,219
恼,25.36,3.0748,2.9624,3,261
渐,25.36,3.0748,2.8312,19,305
滋,25.36,3.0748,2.8414,13,277
萝,25.34,3.0745,2.5786,8,219
闷,25.26,3.073,2.9410000000000003,1,277
爹,25.23,3.0726,2.6812,1,276
措,25.23,3.0726,2.9713,4,304
债,25.19,3.0719,2.8222,2,305
吞,25.11,3.0704,2.8762,1,277
肿,25.11,3.0704,2.7752,4,261
仙,25.06,3.0697,2.7348,6,278
详,25.02,3.0689,2.9727,3,220
毯,25.02,3.0689,2.8639,4,262
奔,24.98,3.0682,2.9405,2,277
庄,24.94,3.0674,2.8007,4,276
袖,24.81,3.0652,2.8865,6,305
愈,24.72,3.0637,2.8525,42,276
磁,24.7,3.0633,2.7059,9,219
霉,24.7,3.0633,2.9031,13,219
茨,24.7,3.0633,2.4548,9,219
肺,24.7,3.0633,2.7952,8,306
缓,24.55,3.0607,2.9355,2,262
鹰,24.55,3.0607,2.6484,8,278
逗,24.51,3.0599,2.9299,6,305
储,24.49,3.0596,2.8609,6,220
碗,24.44,3.0588,2.8639,7,262
番,24.29,3.0561,2.9494,3,278
肖,24.27,3.0558,2.4048,8,305
嘲,24.27,3.0558,2.9175,3,219
氧,24.21,3.0546,2.7404,4,262
绩,24.08,3.0523,2.8549,22,278
撕,24.06,3.0519,2.9053,12,277
囚,23.89,3.0488,2.7642,9,219
贾,23.85,3.0481,2.2304,5,262
垒,23.85,3.0481,2.5911,3,262
井,23.78,3.0469,2.6385,9,261
娶,23.74,3.0461,2.8376,3,261
勤,23.7,3.0453,2.8657,8,218
艇,23.7,3.0453,2.6902,4,261
炉,23.68,3.0449,2.8681,8,219
旗,23.65,3.0445,2.7604,23,220
昂,23.57,3.043,2.7474,1,218
垫,23.55,3.0426,2.8432,11,305
冬,23.46,3.0410000000000004,2.7536,5,277
葡,23.44,3.0406,2.7738,9,220
栋,23.33,3.0386,2.8561,6,305
滴,23.29,3.0378,2.8525,4,278
渡,23.25,3.037,2.8488,8,306
钓,23.18,3.0358,2.7723,5,305
薪,23.14,3.035,2.8633,9,276
腾,23.1,3.0342,2.8745,5,217
驱,23.08,3.0338,2.8312,10,277
钉,23.06,3.0334,2.7767,4,277
横,22.86,3.0298,2.8938,6,218
黛,22.86,3.0298,2.3655,10,305
榄,22.82,3.029,2.7218,5,261
贼,22.74,3.0273,2.7497,1,217
溃,22.72,3.0269,2.9047,5,305
踩,22.72,3.0269,2.8615,4,262
橄,22.65,3.0257,2.716,7,260
拘,22.59,3.0245,2.8439,11,278
犬,22.52,3.0233,2.721,1,262
佣,22.39,3.0208,2.8506,2,304
忧,22.37,3.0204,2.8915,6,278
宰,22.33,3.0195,2.7945,2,261
坠,22.31,3.0191,2.7825,3,304
霸,22.29,3.0187,2.6042,4,307
革,22.27,3.0183,2.7752,9,220
惠,22.2,3.017,2.7024,15,306
瘤,22.14,3.0158,2.5502,10,220
淡,22.01,3.0133,2.8865,10,305
膝,21.97,3.0124,2.8407,24,278
佐,21.97,3.0124,2.3385,2,260
拦,21.97,3.0124,2.8603,8,219
葛,21.93,3.0116,2.5635,9,220
脾,21.9,3.0111,2.8954,8,220
凉,21.84,3.0099,2.8669,4,219
役,21.82,3.0095,2.7789,37,306
菌,21.8,3.009,2.6325,6,304
崇,21.78,3.0086,2.8645,2,219
厚,21.78,3.0086,2.9042,4,305
哀,21.75,3.0082,2.8797,6,278
浮,21.67,3.0065,2.7896,17,220
逻,21.67,3.0065,2.8222,8,219
赔,21.67,3.0065,2.7760000000000002,5,219
卑,21.65,3.0060000000000002,2.8727,5,277
熬,21.65,3.0060000000000002,2.9058,8,219
狄,21.6,3.0052,2.4871,9,220
矿,21.56,3.0043,2.5263,5,305
谬,21.56,3.0043,2.8657,1,303
抑,21.54,3.0039,2.8531,37,306
漠,21.54,3.0039,2.7846,13,306
芙,21.52,3.0035,2.233,17,220
壳,21.39,3.0009,2.7709,2,220
腊,21.35,3.0,2.659,6,304
屠,21.31,2.9991,2.752,8,220
铺,21.28,2.9987,2.8549,3,306
茄,21.26,2.9983,2.7832,1,219
崔,21.26,2.9983,2.2856,3,276
腔,21.26,2.9983,2.8382,2,278
衡,21.22,2.9974,2.8439,6,218
逛,21.2,2.9969,2.8021,1,305
穆,21.18,2.9965,2.5092,12,304
趁,21.18,2.9965,2.9128,3,304
摧,21.14,2.9956,2.8089,3,276
晃,21.14,2.9956,2.8149,3,261
僵,21.14,2.9956,2.7118,8,277
盾,21.07,2.9943,2.781,7,305
妥,20.9,2.9908,2.8597,1,262
赐,20.86,2.9899,2.8109,11,305
尘,20.84,2.9894,2.8007,8,218
堵,20.79,2.9886,2.8704,4,262
骂,20.77,2.9881,2.8513,2,306
窝,20.77,2.9881,2.8414,4,277
琼,20.75,2.9877,2.3118,4,217
岩,20.54,2.9832,2.5302,14,220
跃,20.52,2.9827,2.7582,9,304
粘,20.43,2.9809,2.8176,6,219
诈,20.43,2.9809,2.7945,5,306
胳,20.41,2.9805,2.8169,8,278
虐,20.37,2.9795,2.7497,1,303
诸,20.37,2.9795,2.8561,10,278
挨,20.35,2.9791,2.8338,6,278
喉,20.28,2.9777,2.8274,3,219
扑,20.28,2.9777,2.7752,4,278
谊,20.15,2.975,2.7752,37,306
疲,20.13,2.9745,2.8681,8,220
董,20.09,2.9736,2.7388,2,261
搏,20.05,2.9727,2.7917,15,220
肃,20.03,2.9722,2.8182,9,305
倦,20.0,2.9717,2.8555,6,304
幼,20.0,2.9717,2.8102,11,306
嘉,19.96,2.9708,2.6884,13,278
诅,19.94,2.9703,2.6675,5,261
汀,19.9,2.9694,2.233,3,277
映,19.88,2.9689,2.7782,2,306
蛛,19.85,2.9685,2.5328,10,278
械,19.81,2.9675,2.7513,14,306
俊,19.79,2.9671,2.6767,6,304
沟,19.79,2.9671,2.8312,3,277
愧,19.77,2.9666,2.8451,5,305
娱,19.75,2.9661,2.8254,42,276
刮,19.64,2.9638,2.7959,6,277
纠,19.6,2.9628,2.8639,3,277
挽,19.58,2.9624,2.8633,7,262
泉,19.58,2.9624,2.6767,9,220
催,19.51,2.9609,2.738,3,276
袜,19.47,2.96,2.7185,1,306
膊,19.45,2.9595,2.8035,15,220
晋,19.43,2.9589999999999996,2.4742,10,305
捡,19.38,2.9581,2.8041,14,261
叉,19.34,2.9571,2.8254,5,277
棕,19.32,2.9566,2.7364,5,277
狮,19.32,2.9566,2.6042,10,278
瘦,19.26,2.9552,2.7931,9,305
郡,19.17,2.9533,2.6561,6,304
栏,19.15,2.9528,2.7582,8,219
亏,19.15,2.9528,2.8797,3,277
氏,19.06,2.9509,2.6857,29,306
懒,19.02,2.9499,2.8299,5,261
央,19.02,2.9499,2.7193,4,278
蹲,19.02,2.9499,2.7582,4,277
灌,19.0,2.9494,2.8136,8,305
槟,19.0,2.9494,2.7308,5,275
谱,19.0,2.9494,2.8041,5,262
乏,18.96,2.9484,2.8338,5,219
哲,18.94,2.9479,2.5752,9,220
侣,18.92,2.9474,2.7528,7,261
矮,18.87,2.9465,2.6794,3,262
披,18.85,2.946,2.7316,7,278
屏,18.85,2.946,2.8055,11,217
疫,18.85,2.946,2.5877,37,306
轰,18.83,2.9455,2.73,4,277
拐,18.77,2.944,2.8048,1,261
挪,18.74,2.9435,2.7551,2,218
